"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.cache_data","dataset.data_dir","dataset.dev","dataset.experiment","dataset.patch_overlap","dataset.patch_size","dataset.project","dataset.queue_length","dataset.rescale_factor","dataset.samples_per_volume","dataset.test","dataset.train","dataset.unlabeled_dataset","dataset.use_patches","model_opts.arch","model_opts.args.arch","model_opts.args.binary_split","model_opts.args.classification_loss","model_opts.args.encoder_name","model_opts.args.encoder_weights","model_opts.args.inchannels","model_opts.args.net_depth","model_opts.args.outchannels","model_opts.name","train_par.batch_size","train_par.devices","train_par.early_stopping_flag","train_par.epochs","train_par.eval_threshold","train_par.gpu_to_use","train_par.loss_opts.args.alpha","train_par.loss_opts.args.beta","train_par.loss_opts.args.gamma","train_par.loss_opts.args.gamma_class","train_par.loss_opts.args.gamma_close","train_par.loss_opts.args.gamma_mom","train_par.loss_opts.args.gamma_round","train_par.loss_opts.args.gamma_topo","train_par.loss_opts.args.weight","train_par.loss_opts.name","train_par.lr","train_par.num_classes","train_par.optimizer.name","train_par.patience","train_par.profiler","train_par.random_seed","train_par.results_model_filename","train_par.results_path","train_par.scheduler.name","train_par.strategy","train_par.weight_decay","train_par.workers","epoch","train_dataset_acc","train_dataset_acc_benign","train_dataset_acc_malignant","train_dataset_f1","train_dataset_f1_benign","train_dataset_f1_malignant","train_dataset_iou","train_dataset_iou_benign","train_dataset_iou_malignant","train_per_image_acc","train_per_image_acc_benign","train_per_image_acc_malignant","train_per_image_f1","train_per_image_f1_benign","train_per_image_f1_malignant","train_per_image_iou","train_per_image_iou_benign","train_per_image_iou_malignant","trainer/global_step","valid_dataset_acc","valid_dataset_acc_benign","valid_dataset_acc_malignant","valid_dataset_f1","valid_dataset_f1_benign","valid_dataset_f1_malignant","valid_dataset_iou","valid_dataset_iou_benign","valid_dataset_iou_malignant","valid_per_image_acc","valid_per_image_acc_benign","valid_per_image_acc_malignant","valid_per_image_f1","valid_per_image_f1_benign","valid_per_image_f1_malignant","valid_per_image_iou","valid_per_image_iou_benign","valid_per_image_iou_malignant","test_dataset_acc","test_dataset_acc_benign","test_dataset_acc_malignant","test_dataset_f1","test_dataset_f1_benign","test_dataset_f1_malignant","test_dataset_iou","test_dataset_iou_benign","test_dataset_iou_malignant","test_per_image_acc","test_per_image_acc_benign","test_per_image_acc_malignant","test_per_image_f1","test_per_image_f1_benign","test_per_image_f1_malignant","test_per_image_iou","test_per_image_iou_benign","test_per_image_iou_malignant"
"_uncorrected_nl_r3_pspnet","finished","-","","","2025-05-21T03:34:38.000Z","153","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","64","0.9963297843933104","0.9980486035346984","0.9932793974876404","0.9768906831741332","0.976870894432068","0.9769675731658936","0.9548252820968628","0.9547983407974244","0.9549757838249208","0.9963297843933104","0.9980485439300536","0.9932793378829956","0.9630024433135986","0.9673348665237428","0.9560874700546264","0.9314071536064148","0.9374567270278932","0.9218227863311768","64","0.9331426024436952","0.9574471712112428","0.9009059071540833","0.5837443470954895","0.5583781599998474","0.5973311066627502","0.4193578362464905","0.3947144150733948","0.433390200138092","0.9331425428390504","0.9574471712112428","0.9009058475494384","0.5768924355506897","0.6005692481994629","0.5452844500541687","0.4478500783443451","0.47405892610549927","0.41443508863449097","0.9182076454162598","0.9615131616592408","0.8539499044418335","0.5274719595909119","0.6922791004180908","0.3958889842033386","0.3586621880531311","0.5355512499809265","0.24733465909957889","0.9182075262069702","0.961513102054596","0.8539499640464783","0.5007020235061646","0.6043287515640259","0.35569435358047485","0.39097878336906433","0.4949911534786224","0.24868348240852356"
"_uncorrected_l_r3_deeplabv3plus","finished","-","","","2025-05-21T03:31:07.000Z","199","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","87","0.997128963470459","0.9980577230453492","0.9947408437728882","0.9840126037597656","0.9847079515457152","0.9832024574279784","0.9685291051864624","0.9698768258094788","0.96696537733078","0.997128963470459","0.9980577230453492","0.9947409629821776","0.9737730622291564","0.9727637767791748","0.976368486881256","0.9497203826904296","0.9479198455810548","0.9543505907058716","87","0.9442909955978394","0.9565305709838868","0.9182818531990052","0.6721638441085815","0.6874085664749146","0.6528164148330688","0.5062340497970581","0.5237140655517578","0.48466211557388306","0.9442909955978394","0.9565306305885316","0.9182818531990052","0.621261715888977","0.6405706405639648","0.5802302360534668","0.5146871209144592","0.5463893413543701","0.4473199248313904","0.957735538482666","0.9740642309188844","0.9230371117591858","0.6678398847579956","0.7051233053207397","0.636437177658081","0.5021001696586609","0.5457502603530884","0.4674684703350067","0.957735538482666","0.9740642309188844","0.923037052154541","0.6540157794952393","0.6762465834617615","0.6067754030227661","0.5307619571685791","0.558785080909729","0.4712127447128296"
"_uncorrected_l_r3_unet","finished","-","","","2025-05-21T03:27:29.000Z","206","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","88","0.9965797066688538","0.9978368282318116","0.9933388233184814","0.9802637100219728","0.982900619506836","0.9772605299949646","0.9613014459609984","0.9663786292076112","0.9555609226226808","0.996579647064209","0.9978367686271667","0.9933388233184814","0.9725289344787598","0.9727715253829956","0.971249520778656","0.9469910860061646","0.947460949420929","0.9445852041244508","88","0.9439094066619872","0.9564553499221802","0.9172491431236268","0.6660614609718323","0.6859844923019409","0.6399878263473511","0.4993838369846344","0.5220746994018555","0.4708004593849182","0.9439094066619872","0.9564553499221802","0.9172492027282716","0.6232402324676514","0.6425110101699829","0.5822899341583252","0.5164124369621277","0.550413191318512","0.44416093826293945","0.9565353393554688","0.9741429090499878","0.9191192388534546","0.6527765989303589","0.7070822715759277","0.6064928770065308","0.48503297567367554","0.5482929944992065","0.435513973236084","0.9565353393554688","0.9741429686546326","0.9191192388534546","0.657639741897583","0.6830223798751831","0.6037018895149231","0.5363786816596985","0.5668413043022156","0.47164562344551086"
"_uncorrected_l_r3_unetplusplus","finished","-","","","2025-05-21T03:23:28.000Z","230","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","99","0.9969444274902344","0.9978904724121094","0.9945406913757324","0.9830843806266784","0.9834777116775512","0.9827078580856324","0.9667322635650636","0.9674924612045288","0.9660073518753052","0.9969444274902344","0.9978904724121094","0.9945407509803772","0.9742268323898317","0.9734416007995604","0.9765397310256958","0.9503028988838196","0.9488606452941896","0.9545769691467284","99","0.9388197660446168","0.9518635272979736","0.9111016988754272","0.6581026315689087","0.6701025366783142","0.6419379115104675","0.4904552102088928","0.5040334463119507","0.4727122187614441","0.938819706439972","0.9518635272979736","0.9111016988754272","0.5944219827651978","0.597837507724762","0.5871641039848328","0.4812026619911194","0.4954812228679657","0.4508607983589173","0.9490152597427368","0.9652720093727112","0.914469599723816","0.6190886497497559","0.6352046728134155","0.6022810935974121","0.4496818482875824","0.46609872579574585","0.4332613348960877","0.9490151405334472","0.9652719497680664","0.914469599723816","0.6059407591819763","0.6105793714523315","0.5960836410522461","0.4821275770664215","0.4873096346855163","0.47111570835113525"
"_uncorrected_l_r3_manet","finished","-","","","2025-05-21T03:19:30.000Z","227","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","98","0.99725604057312","0.9982048273086548","0.9947441816329956","0.9847033023834229","0.9857430458068848","0.983646273612976","0.9698691368103028","0.971891701221466","0.9678189754486084","0.99725604057312","0.9982048869132996","0.9947441816329956","0.9758471846580504","0.9751627445220948","0.9778679609298706","0.9533484578132628","0.9520889520645142","0.9570596218109132","98","0.9419888257980348","0.954962968826294","0.9144189357757568","0.6671448945999146","0.6826825737953186","0.6462560892105103","0.5005428194999695","0.5182731747627258","0.4775893688201904","0.9419888257980348","0.9549629092216492","0.9144189357757568","0.6112248301506042","0.6224239468574524","0.5874266624450684","0.5026865601539612","0.5260769128799438","0.45298200845718384","0.9531984329223632","0.970295548439026","0.9168670773506165","0.6357808113098145","0.6727207899093628","0.6006162166595459","0.4673771262168884","0.5076660513877869","0.4314754605293274","0.9531984329223632","0.970295548439026","0.9168670177459716","0.6193382740020752","0.628211498260498","0.6004826426506042","0.49669772386550903","0.5061608552932739","0.4765887260437012"
"_uncorrected_l_r3_pspnet","finished","-","","","2025-05-21T03:15:01.000Z","257","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","115","0.9977601766586304","0.9986090660095216","0.9955426454544068","0.9876095056533812","0.9890229105949402","0.985770583152771","0.9755224585533142","0.9782862663269044","0.971947193145752","0.9977601766586304","0.9986090660095216","0.9955427050590516","0.9817306399345398","0.9821964502334596","0.9808891415596008","0.9643927812576294","0.9652928113937378","0.9627578258514404","115","0.9414246082305908","0.9535495042800904","0.9156591892242432","0.65324866771698","0.6675960421562195","0.6330512762069702","0.4851077198982239","0.5010506510734558","0.46355053782463074","0.941424548625946","0.9535495042800904","0.9156591892242432","0.6024380922317505","0.6091781854629517","0.5881156325340271","0.48618438839912415","0.5052208304405212","0.4457319378852844","0.9527465105056764","0.9712560176849364","0.91341370344162","0.6253927946090698","0.6782124042510986","0.5764176845550537","0.4553193747997284","0.5133888721466064","0.4055534601211548","0.9527464509010316","0.9712560176849364","0.91341370344162","0.6262995004653931","0.6483511328697205","0.5794399380683899","0.5001757144927979","0.524910569190979","0.44761401414871216"
"_uncorrected_nl_r2_deeplabv3plus","finished","-","","","2025-05-21T03:10:19.000Z","139","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","58","0.9949885606765748","0.996689796447754","0.9919350147247314","0.968580961227417","0.9577339291572572","0.9712239503860474","0.939112424850464","0.9195557832717896","0.9440616369247437","0.99498850107193","0.9966898560523988","0.9919350147247314","0.9487525224685668","0.9568322896957396","0.9297305345535278","0.912520706653595","0.9194879531860352","0.8946383595466614","58","0.9333224296569824","0.95885169506073","0.8992326259613037","0.5697132349014282","0.5609273314476013","0.5751807689666748","0.40356916189193726","0.3944595456123352","0.4094254970550537","0.9333224296569824","0.95885169506073","0.8992326259613037","0.5645648241043091","0.5921529531478882","0.5270236730575562","0.439439594745636","0.4710508584976196","0.39737311005592346","0.9209861755371094","0.9668091535568236","0.8527613878250122","0.5242478847503662","0.7250151634216309","0.36361128091812134","0.3553059995174408","0.5718026161193848","0.22346577048301697","0.9209861159324646","0.9668091535568236","0.8527613878250122","0.4868042469024658","0.6056836843490601","0.31761297583580017","0.38721519708633423","0.5056940317153931","0.2211710512638092"
"_uncorrected_nl_r2_unet","finished","-","","","2025-05-21T03:05:49.000Z","258","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","116","0.9979642629623412","0.9988613128662108","0.99638432264328","0.987146496772766","0.9863750338554382","0.9875710010528564","0.9746193885803224","0.973118007183075","0.9754486083984376","0.9979642629623412","0.9988613128662108","0.99638432264328","0.9777750968933104","0.9784986972808838","0.9765429496765136","0.9571685791015624","0.958188772201538","0.9555103182792664","116","0.9280843734741212","0.952435314655304","0.8952687978744507","0.5561488270759583","0.5361287593841553","0.5676231384277344","0.3904799818992615","0.3717873692512512","0.4017249941825866","0.9280843734741212","0.9524353742599488","0.8952689170837402","0.5418434143066406","0.5593823194503784","0.5191980600357056","0.4085448682308197","0.42649102210998535","0.3859557509422302","0.914098620414734","0.9609858989715576","0.8437104225158691","0.5043783783912659","0.6940008997917175","0.357022225856781","0.33782994747161865","0.5341865420341492","0.21730190515518188","0.914098620414734","0.9609859585762024","0.8437104225158691","0.4998234510421753","0.6116352081298828","0.33968883752822876","0.3882187306880951","0.4947206377983093","0.2384476214647293"
"_uncorrected_nl_r2_unetplusplus","finished","-","","","2025-05-21T03:03:07.000Z","150","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","64","0.9960923194885254","0.997642993927002","0.993350625038147","0.9754247665405272","0.9719682931900024","0.9772852063179016","0.95203298330307","0.9455344080924988","0.9555807709693908","0.9960923194885254","0.997642993927002","0.993350625038147","0.954861044883728","0.9635425806045532","0.941082000732422","0.9234007596969604","0.9312039613723756","0.9113184809684752","64","0.9347398281097412","0.9567865133285522","0.9049229621887208","0.6033454537391663","0.5683284997940063","0.6209669709205627","0.4369759559631348","0.40381887555122375","0.4547804594039917","0.9347398281097412","0.956786572933197","0.9049229621887208","0.5795412063598633","0.588899552822113","0.5648365020751953","0.44922518730163574","0.46120738983154297","0.43253153562545776","0.9179056882858276","0.9636229872703552","0.8496328592300415","0.5349823236465454","0.7194629311561584","0.3875320851802826","0.365598201751709","0.5661619901657104","0.2406144142150879","0.9179056286811828","0.963623046875","0.8496328592300415","0.5131438970565796","0.6281927824020386","0.34940364956855774","0.4042677283287048","0.5192746520042419","0.24395626783370972"
"_uncorrected_nl_r2_manet","finished","-","","","2025-05-21T02:58:36.000Z","260","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","116","0.9979900121688844","0.9988813400268556","0.9964176416397096","0.9873250126838684","0.9866301417350768","0.98770010471344","0.9749677181243896","0.9736133813858032","0.975700616836548","0.9979900121688844","0.9988813996315002","0.9964176416397096","0.9776444435119628","0.9782726764678956","0.9765292406082152","0.9569435119628906","0.9577754735946656","0.9555222988128662","116","0.928030490875244","0.9526698589324952","0.8950432538986206","0.5474213361740112","0.5275892019271851","0.5590832233428955","0.3827905058860779","0.364146888256073","0.3943241834640503","0.9280303716659546","0.9526698589324952","0.8950432538986206","0.540499746799469","0.5614471435546875","0.5149909853935242","0.4085874259471894","0.42914944887161255","0.38383227586746216","0.9151808619499208","0.9611895084381104","0.8460346460342407","0.503548264503479","0.6903557777404785","0.35726791620254517","0.3371165990829468","0.530537486076355","0.2174992561340332","0.915180802345276","0.9611895084381104","0.8460346460342407","0.4936748445034027","0.6046762466430664","0.3351686894893646","0.3803523778915405","0.4846521615982056","0.23349198698997495"
"_uncorrected_nl_r2_pspnet","finished","-","","","2025-05-21T02:56:04.000Z","141","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","59","0.9955654144287108","0.9975091218948364","0.9921098947525024","0.9718817472457886","0.970241367816925","0.972703218460083","0.94530189037323","0.9422062039375304","0.946860671043396","0.9955654144287108","0.9975091218948364","0.9921098351478576","0.9511107206344604","0.9599895477294922","0.9353262782096864","0.9165599346160888","0.9248300790786744","0.9018576741218568","59","0.9317715167999268","0.958437204360962","0.8963602781295776","0.5688073635101318","0.5747240781784058","0.567007839679718","0.4049633145332336","0.4090142250061035","0.4042280018329621","0.931771457195282","0.9584371447563172","0.8963602781295776","0.5662673711776733","0.5956676006317139","0.5273261070251465","0.4387219250202179","0.4683174788951874","0.40059393644332886","0.9208166003227234","0.9634546041488647","0.8581935167312622","0.5256078243255615","0.7027309536933899","0.3773294985294342","0.35668063163757324","0.548204779624939","0.2340584099292755","0.9208166003227234","0.9634546041488647","0.8581935167312622","0.4853539764881134","0.5999752283096313","0.3265429139137268","0.3797988295555115","0.4892332851886749","0.23135089874267575"
"_uncorrected_l_r2_deeplabv3plus","finished","-","","","2025-05-21T02:51:37.000Z","255","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","115","0.9978480339050292","0.998671293258667","0.9956982135772704","0.988105058670044","0.9894853830337524","0.9862911701202391","0.9764897227287292","0.9791926145553588","0.97295880317688","0.9978480339050292","0.998671293258667","0.9956982135772704","0.9823104739189148","0.9826814532279968","0.9816979765892028","0.9655110836029052","0.9662376642227172","0.9642948508262634","115","0.9424663782119752","0.9547529816627502","0.916357398033142","0.6610798239707947","0.6740580797195435","0.644216001033783","0.4937411546707154","0.5083726048469543","0.4752049446105957","0.9424663782119752","0.9547529816627502","0.916357398033142","0.6031844615936279","0.6103320717811584","0.5879960060119629","0.4890730381011963","0.5073655843734741","0.45020151138305664","0.9547461271286012","0.9714387059211732","0.9192743301391602","0.6448577642440796","0.6811308860778809","0.612650990486145","0.4763975143432617","0.5171775221824646","0.442178875207901","0.9547460675239564","0.9714386463165284","0.9192743301391602","0.6231583952903748","0.6361154317855835","0.5956247448921204","0.49514591693878174","0.5110045671463013","0.46144625544548035"
"_uncorrected_l_r2_unet","finished","-","","","2025-05-21T02:47:43.000Z","222","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","98","0.997187614440918","0.9981189966201782","0.994725465774536","0.9842944145202636","0.9850362539291382","0.9835429191589355","0.96907639503479","0.9705179929733276","0.9676191806793212","0.9971875548362732","0.9981189966201782","0.994725465774536","0.974339485168457","0.97317373752594","0.9776301383972168","0.950572907924652","0.9484299421310424","0.9566189050674438","98","0.9436304569244384","0.9559667706489564","0.917415738105774","0.6636300086975098","0.6787731647491455","0.6446630954742432","0.4966073334217071","0.5137633085250854","0.4756499230861664","0.9436304569244384","0.9559668302536012","0.917415738105774","0.6170475482940674","0.6341696977615356","0.5806627869606018","0.510081946849823","0.5401169061660767","0.4462578296661377","0.9576501846313475","0.9750683307647704","0.9206365942955016","0.6563255786895752","0.7087171077728271","0.6137261390686035","0.4895094037055969","0.5513237118721008","0.44337713718414307","0.9576501846313475","0.9750683307647704","0.9206365346908568","0.655545711517334","0.6773661971092224","0.6091773509979248","0.5328505635261536","0.5589011907577515","0.4774929881095886"
"_uncorrected_l_r2_unetplusplus","finished","-","","","2025-05-21T02:43:11.000Z","261","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","116","0.9976043701171876","0.9983479976654052","0.9956221580505372","0.9867483973503112","0.9871262311935424","0.9863114953041076","0.9738452434539796","0.9745824933052064","0.972993552684784","0.9976043701171876","0.9983479976654052","0.9956221580505372","0.9789344668388368","0.977897882461548","0.9808269739151","0.959218978881836","0.9573391675949096","0.9626643061637878","116","0.9401683807373048","0.9514145851135254","0.9162701368331908","0.6460627913475037","0.6540918350219727","0.633371889591217","0.477263480424881","0.4859985113143921","0.4642004072666168","0.9401683807373048","0.9514145851135254","0.9162701368331908","0.6017118692398071","0.6084616184234619","0.5873687267303467","0.485783189535141","0.504923403263092","0.4451102912425995","0.95426344871521","0.971860945224762","0.9168689250946044","0.6351187229156494","0.6841829419136047","0.5887984037399292","0.4658712148666382","0.5203173756599426","0.4182626008987427","0.95426344871521","0.9718608856201172","0.9168689250946044","0.6411904692649841","0.6527101993560791","0.6167111992835999","0.5142905712127686","0.5264861583709717","0.48837506771087646"
"_uncorrected_l_r2_manet","finished","-","","","2025-05-21T02:39:36.000Z","203","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs unlabel splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","88","0.9965987205505372","0.9978266954421996","0.9934090375900269","0.9800430536270142","0.9824535250663756","0.9772995710372924","0.9608901739120485","0.965523600578308","0.9556527137756348","0.9965987205505372","0.9978266358375548","0.9934090375900269","0.9723085165023804","0.9725196361541748","0.9711729884147644","0.9465946555137634","0.9469881653785706","0.9445054531097412","88","0.9446855187416076","0.9574506282806396","0.9175598621368408","0.6650757193565369","0.6885082721710205","0.6337701082229614","0.49840688705444336","0.5250457525253296","0.46450307965278625","0.9446854591369628","0.9574506282806396","0.917559802532196","0.6206756234169006","0.6416593790054321","0.5760852098464966","0.5142589807510376","0.5501694679260254","0.4379492998123169","0.9576699137687684","0.9746469855308532","0.9215936660766602","0.6575812697410583","0.7094720602035522","0.6139732599258423","0.48991256952285767","0.5507184863090515","0.44300299882888794","0.9576699733734132","0.974647045135498","0.9215936064720154","0.657349169254303","0.6898872256278992","0.5882059335708618","0.5326598882675171","0.5702322721481323","0.4528188109397888"
