"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.cache_data","dataset.data_dir","dataset.dev","dataset.experiment","dataset.patch_overlap","dataset.patch_size","dataset.project","dataset.queue_length","dataset.rescale_factor","dataset.samples_per_volume","dataset.test","dataset.train","dataset.unlabeled_dataset","dataset.use_patches","model_opts.arch","model_opts.args.arch","model_opts.args.classification_loss","model_opts.args.encoder_name","model_opts.args.encoder_weights","model_opts.args.inchannels","model_opts.args.net_depth","model_opts.args.outchannels","model_opts.name","train_par.batch_size","train_par.devices","train_par.early_stopping_flag","train_par.epochs","train_par.eval_threshold","train_par.gpu_to_use","train_par.loss_opts.args.alpha","train_par.loss_opts.args.gamma","train_par.loss_opts.args.weight","train_par.loss_opts.name","train_par.lr","train_par.num_classes","train_par.optimizer.name","train_par.patience","train_par.profiler","train_par.random_seed","train_par.results_model_filename","train_par.results_path","train_par.scheduler.name","train_par.strategy","train_par.weight_decay","train_par.workers","epoch","test_dataset_acc","test_dataset_f1","test_dataset_iou","test_per_image_acc","test_per_image_f1","test_per_image_iou","train_dataset_acc","train_dataset_f1","train_dataset_iou","train_per_image_acc","train_per_image_f1","train_per_image_iou","trainer/global_step","valid_dataset_acc","valid_dataset_f1","valid_dataset_iou","valid_per_image_acc","valid_per_image_f1","valid_per_image_iou"
"experiment1_uncorrected_lb_r2_deeplabv3plus","finished","-","","","2025-05-19T03:51:27.000Z","128","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","54","0.9691025614738464","0.7268185615539551","0.574131965637207","0.9691025018692015","0.6767802238464355","0.5748902559280396","0.9931992292404176","0.9651131629943848","0.9327113628387452","0.9931992292404176","0.9309662580490112","0.888592541217804","54","0.9477201104164124","0.6296237707138062","0.4601188600063324","0.9477201104164124","0.5729149580001831","0.4970804750919342"
"experiment1_uncorrected_lb_r2_unet","finished","-","","","2025-05-19T03:48:56.000Z","139","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","60","0.9683513641357422","0.7151477932929993","0.559357762336731","0.9683513641357422","0.6630303859710693","0.5563429594039917","0.9942073225975036","0.9720406532287598","0.9456636309623718","0.9942072629928588","0.9395574927330016","0.9038240313529968","60","0.946910560131073","0.6072989702224731","0.436581552028656","0.9469105005264282","0.5548256635665894","0.4737346172332764"
"experiment1_uncorrected_lb_r2_unetplusplus","finished","-","","","2025-05-19T03:46:39.000Z","125","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","unetplusplus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","53","0.96817147731781","0.728298008441925","0.575836718082428","0.9681715369224548","0.6674618124961853","0.5606629848480225","0.9934815168380736","0.9680237770080566","0.9380717277526855","0.9934815168380736","0.9352982044219972","0.8961361050605774","53","0.9475721120834352","0.6349350810050964","0.46547138690948486","0.9475719928741456","0.5830749273300171","0.5083020329475403"
"experiment1_uncorrected_lb_r2_manet","finished","-","","","2025-05-19T03:44:28.000Z","119","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","49","0.9606263637542723","0.6851679086685181","0.523088812828064","0.9606263637542723","0.627861499786377","0.5196295976638794","0.9930254817008972","0.9656432867050172","0.9335862398147584","0.9930254220962524","0.9308844208717346","0.888515293598175","49","0.9441581964492798","0.632009744644165","0.4621600210666657","0.9441581964492798","0.5720829963684082","0.49169105291366577"
"experiment1_uncorrected_lb_r2_pspnet","finished","-","","","2025-05-19T03:42:00.000Z","136","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","58","0.958754062652588","0.683869481086731","0.5212547183036804","0.958754062652588","0.6213517189025879","0.5169534683227539","0.9935619235038756","0.9660198092460632","0.9344328045845032","0.993561863899231","0.9349859356880188","0.8953697085380554","58","0.9381403923034668","0.6094528436660767","0.4383768439292908","0.9381403923034668","0.5492413640022278","0.46659278869628906"
"experiment1_uncorrected_nl_r2_deeplabv3plus","finished","-","","","2025-05-19T03:40:14.000Z","94","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_nl_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","37","0.9139798879623412","0.435311496257782","0.27893590927124023","0.9139798283576964","0.35610830783843994","0.2805195450782776","0.989574134349823","0.9335277080535888","0.8753432035446167","0.9895740747451782","0.8977031707763672","0.8356508016586304","37","0.9233847856521606","0.40606245398521423","0.2634086012840271","0.9233847856521606","0.4378170967102051","0.35341644287109375"
"experiment1_uncorrected_nl_r2_unet","finished","-","","","2025-05-19T03:38:26.000Z","96","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_nl_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","39","0.9110333919525146","0.4152340888977051","0.26497387886047363","0.9110333919525146","0.3674352169036865","0.2845556139945984","0.9896938800811768","0.9352148771286012","0.8783923387527466","0.9896938800811768","0.895660936832428","0.8309221267700195","39","0.9232478141784668","0.4352253079414368","0.2877490520477295","0.9232478141784668","0.46039414405822754","0.3691723942756653"
"experiment1_uncorrected_nl_r2_unetplusplus","finished","-","","","2025-05-19T03:36:48.000Z","86","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","unetplusplus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_nl_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","34","0.9166584014892578","0.4240085780620575","0.27006012201309204","0.9166584014892578","0.35684287548065186","0.28058451414108276","0.9892168045043944","0.9284437894821168","0.8668942451477051","0.9892167448997498","0.8928623199462891","0.8281846046447754","34","0.9231560230255128","0.3916287124156952","0.25285953283309937","0.9231560826301576","0.435998409986496","0.3514942228794098"
"experiment1_uncorrected_nl_r2_manet","finished","-","","","2025-05-19T03:34:55.000Z","101","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_nl_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","41","0.9144388437271118","0.4394029676914215","0.2817491888999939","0.9144388437271118","0.3676737546920776","0.2902072072029114","0.9915395975112916","0.9460736513137816","0.8979334235191345","0.9915396571159364","0.9167828559875488","0.8625175952911377","41","0.9225456714630128","0.4070027768611908","0.2642086148262024","0.9225456714630128","0.45407187938690186","0.36101824045181274"
"experiment1_uncorrected_nl_r2_pspnet","finished","-","","","2025-05-19T03:33:16.000Z","87","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","true","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_nl_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","34","0.9114478826522828","0.4224052429199219","0.26892590522766113","0.911447823047638","0.34943515062332153","0.272893488407135","0.9893399477005004","0.9290093183517456","0.8678458333015442","0.9893399477005004","0.8932902216911316","0.8295002579689026","34","0.9206867218017578","0.36296090483665466","0.2305215448141098","0.9206867218017578","0.41236284375190735","0.33303695917129517"
"experiment1_uncorrected_l_r2_deeplabv3plus","finished","-","","","2025-05-19T03:31:56.000Z","68","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_l_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","24","0.9459617137908936","0.3534754514694214","0.21468108892440796","0.9459617137908936","0.5253894329071045","0.4226927757263184","0.9850544929504396","0.9158519506454468","0.8447668552398682","0.9850544929504396","0.816311240196228","0.7430524826049805","24","0.9238283634185792","0.3701172471046448","0.2286677062511444","0.9238283634185792","0.3612486124038696","0.27525609731674194"
"experiment1_uncorrected_l_r2_unet","finished","-","","","2025-05-19T03:30:36.000Z","68","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_l_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","24","0.94645094871521","0.36177319288253784","0.2208660393953323","0.94645094871521","0.5066965222358704","0.40416279435157776","0.9857593774795532","0.9198497533798218","0.8516055345535278","0.9857593178749084","0.8205301761627197","0.7489646673202515","24","0.9242990016937256","0.37572601437568665","0.2332547903060913","0.9242990016937256","0.34653520584106445","0.26403990387916565"
"experiment1_uncorrected_l_r2_unetplusplus","finished","-","","","2025-05-19T03:29:16.000Z","68","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","unetplusplus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_l_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","24","0.9489972591400146","0.4175693392753601","0.26396626234054565","0.9489972591400146","0.5729427337646484","0.46884530782699585","0.9856863021850586","0.9192309975624084","0.8505406379699707","0.9856863617897034","0.8144053816795349","0.7425453662872314","24","0.9268006086349488","0.4112679958343506","0.2601933479309082","0.9268006086349488","0.40758728981018066","0.31746789813041687"
"experiment1_uncorrected_l_r2_manet","finished","-","","","2025-05-19T03:27:57.000Z","68","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_l_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","24","0.9480947256088256","0.39781007170677185","0.2483617812395096","0.9480947256088256","0.5338539481163025","0.4298957586288452","0.9852792024612428","0.9169111251831056","0.8465708494186401","0.9852792024612428","0.8184528946876526","0.745622992515564","24","0.9261327981948853","0.4031989872455597","0.253861665725708","0.9261327981948853","0.3752904534339905","0.28817126154899597"
"experiment1_uncorrected_l_r2_pspnet","finished","-","","","2025-05-19T03:26:38.000Z","67","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","true","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_l_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","24","0.9480111598968506","0.3927915692329407","0.2443983852863312","0.9480111598968506","0.5192785859107971","0.4174625277519226","0.9861835837364196","0.9221020936965942","0.8554887175559998","0.9861835837364196","0.8253092765808105","0.7539867162704468","24","0.9265791177749634","0.407284140586853","0.25730088353157043","0.9265791177749634","0.37393444776535034","0.291170597076416"
"experiment1_uncorrected_lm_r1_deeplabv3plus","finished","-","","","2025-05-19T03:25:21.000Z","66","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lm.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lm.csv","/data/GitHub/first_year_exam/data/train_lm.csv","true","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lm_r1_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","23","0.887647271156311","0.3977698087692261","0.2523655891418457","0.887647271156311","0.3199998736381531","0.23314101994037628","0.984150528907776","0.9116746187210084","0.8377238512039185","0.9841504096984864","0.828265905380249","0.7495534420013428","23","0.8795480728149414","0.3321847915649414","0.20043189823627472","0.8795480728149414","0.3252701163291931","0.23185952007770536"
"experiment1_uncorrected_lm_r1_unet","finished","-","","","2025-05-19T03:24:03.000Z","66","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lm.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lm.csv","/data/GitHub/first_year_exam/data/train_lm.csv","true","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lm_r1_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","23","0.8936128616333008","0.4356876611709595","0.28570932149887085","0.8936128616333008","0.3325694799423218","0.2433907091617584","0.985251486301422","0.917040765285492","0.8468712568283081","0.9852514266967772","0.8392491936683655","0.7622423768043518","23","0.8805683851242065","0.3436061143875122","0.20835107564926147","0.8805683851242065","0.3352234363555908","0.2395704984664917"
"experiment1_uncorrected_lm_r1_unetplusplus","finished","-","","","2025-05-19T03:22:46.000Z","66","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lm.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lm.csv","/data/GitHub/first_year_exam/data/train_lm.csv","true","false","unetplusplus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lm_r1_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","23","0.896206259727478","0.4479938745498657","0.3004065155982971","0.896206259727478","0.32726311683654785","0.24367490410804749","0.9853427410125732","0.9176266193389891","0.8478585481643677","0.9853427410125732","0.8356106281280518","0.7605273723602295","23","0.8790665864944458","0.35640209913253784","0.2169151306152344","0.8790665864944458","0.3346899151802063","0.23841528594493863"
"experiment1_uncorrected_lm_r1_manet","finished","-","","","2025-05-19T03:21:28.000Z","66","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lm.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lm.csv","/data/GitHub/first_year_exam/data/train_lm.csv","true","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lm_r1_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","23","0.8933193683624268","0.4227294325828552","0.28001511096954346","0.8933193683624268","0.3138957619667053","0.23251089453697205","0.9842802286148072","0.9122089147567748","0.8386361598968506","0.9842802286148072","0.8315283060073853","0.7528884410858154","23","0.8780404329299927","0.3215864896774292","0.1922335922718048","0.8780404329299927","0.31805476546287537","0.2244897037744522"
"experiment1_uncorrected_lm_r1_pspnet","finished","-","","","2025-05-19T03:20:09.000Z","67","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lm.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lm.csv","/data/GitHub/first_year_exam/data/train_lm.csv","true","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lm_r1_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","23","0.8932322263717651","0.42632538080215454","0.28126460313796997","0.8932322263717651","0.31278035044670105","0.23186790943145752","0.9849123954772948","0.9156931638717652","0.844570517539978","0.9849123954772948","0.8325417041778564","0.7556401491165161","23","0.8758941292762756","0.32263994216918945","0.1926068514585495","0.8758940696716309","0.2968425750732422","0.20943590998649597"
"experiment1_uncorrected_lb_r1_deeplabv3plus","finished","-","","","2025-05-19T03:17:50.000Z","128","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r1_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","54","0.967008411884308","0.7153559923171997","0.560421347618103","0.9670083522796632","0.6528551578521729","0.5481072664260864","0.9932111501693726","0.965317726135254","0.9330431222915648","0.9932110905647278","0.9312148094177246","0.8889336585998535","54","0.9483755826950072","0.6326931715011597","0.46335217356681824","0.9483755230903624","0.5760372877120972","0.503345787525177"
"experiment1_uncorrected_lb_r1_unet","finished","-","","","2025-05-19T03:15:13.000Z","145","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r1_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","62","0.9578019380569458","0.6741666793823242","0.5101577043533325","0.9578019380569458","0.6175995469093323","0.5042213797569275","0.9943698644638062","0.9715678691864014","0.944740891456604","0.9943698048591614","0.9431752562522888","0.907271683216095","62","0.9423365592956544","0.6350171566009521","0.46543043851852417","0.9423364400863647","0.5639159679412842","0.4749193787574768"
"experiment1_uncorrected_lb_r1_unetplusplus","finished","-","","","2025-05-19T03:12:58.000Z","123","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_lb.csv","experiment1","0","64","NETs unlabel","100","128","10","/data/GitHub/first_year_exam/data/test_lb.csv","/data/GitHub/first_year_exam/data/train_lb.csv","true","false","unetplusplus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_uncorrected_lb_r1_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","52","0.9698795080184937","0.729324221611023","0.5773928165435791","0.9698794484138488","0.6863080263137817","0.5801149606704712","0.9935079216957092","0.9681998491287231","0.9383967518806458","0.9935078620910645","0.9348926544189452","0.8955054879188538","52","0.9499459266662598","0.6353278756141663","0.4663640558719635","0.9499459266662598","0.5788400173187256","0.5033300518989563"
