"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.cache_data","dataset.data_dir","dataset.dev","dataset.experiment","dataset.patch_overlap","dataset.patch_size","dataset.project","dataset.queue_length","dataset.rescale_factor","dataset.samples_per_volume","dataset.test","dataset.train","dataset.unlabeled_dataset","dataset.use_patches","model_opts.arch","model_opts.args.arch","model_opts.args.binary_split","model_opts.args.classification_loss","model_opts.args.encoder_name","model_opts.args.encoder_weights","model_opts.args.inchannels","model_opts.args.net_depth","model_opts.args.outchannels","model_opts.name","train_par.batch_size","train_par.devices","train_par.early_stopping_flag","train_par.epochs","train_par.eval_threshold","train_par.gpu_to_use","train_par.loss_opts.args.alpha","train_par.loss_opts.args.beta","train_par.loss_opts.args.gamma","train_par.loss_opts.args.gamma_class","train_par.loss_opts.args.gamma_close","train_par.loss_opts.args.gamma_mom","train_par.loss_opts.args.gamma_round","train_par.loss_opts.args.gamma_topo","train_par.loss_opts.args.weight","train_par.loss_opts.name","train_par.lr","train_par.num_classes","train_par.optimizer.name","train_par.patience","train_par.profiler","train_par.random_seed","train_par.results_model_filename","train_par.results_path","train_par.scheduler.name","train_par.strategy","train_par.weight_decay","train_par.workers","epoch","test_dataset_acc","test_dataset_acc_benign","test_dataset_acc_malignant","test_dataset_f1","test_dataset_f1_benign","test_dataset_f1_malignant","test_dataset_iou","test_dataset_iou_benign","test_dataset_iou_malignant","test_per_image_acc","test_per_image_acc_benign","test_per_image_acc_malignant","test_per_image_f1","test_per_image_f1_benign","test_per_image_f1_malignant","test_per_image_iou","test_per_image_iou_benign","test_per_image_iou_malignant","train_dataset_acc","train_dataset_acc_benign","train_dataset_acc_malignant","train_dataset_f1","train_dataset_f1_benign","train_dataset_f1_malignant","train_dataset_iou","train_dataset_iou_benign","train_dataset_iou_malignant","train_per_image_acc","train_per_image_acc_benign","train_per_image_acc_malignant","train_per_image_f1","train_per_image_f1_benign","train_per_image_f1_malignant","train_per_image_iou","train_per_image_iou_benign","train_per_image_iou_malignant","trainer/global_step","valid_dataset_acc","valid_dataset_acc_benign","valid_dataset_acc_malignant","valid_dataset_f1","valid_dataset_f1_benign","valid_dataset_f1_malignant","valid_dataset_iou","valid_dataset_iou_benign","valid_dataset_iou_malignant","valid_per_image_acc","valid_per_image_acc_benign","valid_per_image_acc_malignant","valid_per_image_f1","valid_per_image_f1_benign","valid_per_image_f1_malignant","valid_per_image_iou","valid_per_image_iou_benign","valid_per_image_iou_malignant"
"_uncorrected_nl_r3_pspnet","finished","-","","","2025-05-21T19:14:43.000Z","215","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","77","0.9155025482177734","0.9715203046798706","0.8329436779022217","0.5887980461120605","0.791841447353363","0.4509764909744262","0.417245090007782","0.658018946647644","0.29298120737075806","0.9155025482177734","0.9715203046798706","0.8329436779022217","0.580183744430542","0.698632001876831","0.41501080989837646","0.47527015209198","0.5969767570495605","0.3098316788673401","0.995268940925598","0.9964510202407836","0.9925915598869324","0.9739762544631958","0.9733321070671082","0.9741100072860718","0.9492934942245485","0.948107361793518","0.9495289325714112","0.995268940925598","0.9964509606361388","0.9925916194915771","0.9506889581680298","0.9455472230911256","0.9607019424438475","0.9173845052719116","0.912276029586792","0.9273520708084106","385","0.9463781118392944","0.9624958038330078","0.9249005913734436","0.6848433017730713","0.6329793930053711","0.7123324871063232","0.5232171416282654","0.4663241505622864","0.555937647819519","0.9463781714439392","0.9624958038330078","0.9249005317687988","0.6503939628601074","0.6462318897247314","0.6581476926803589","0.5351196527481079","0.5430588722229004","0.5257954597473145"
"_uncorrected_l_r3_deeplabv3plus","finished","-","","","2025-05-21T19:09:32.000Z","300","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","110","0.9728490114212036","0.9861063957214355","0.9446771144866944","0.789004385471344","0.832335352897644","0.7608423233032227","0.6518653631210327","0.7164701819419861","0.6140331029891968","0.9728490114212036","0.9861063957214355","0.9446771144866944","0.7706064581871033","0.7935341596603394","0.7218853831291199","0.6693636178970337","0.6938371658325195","0.6173573732376099","0.9964017868041992","0.997495174407959","0.9941853284835817","0.98110830783844","0.9815003871917723","0.9806926250457764","0.9629359245300292","0.963697910308838","0.9621298909187316","0.9964017868041992","0.9974952340126038","0.9941853880882264","0.9644114971160888","0.966352105140686","0.9610904455184937","0.9419597387313844","0.9435245990753174","0.9394908547401428","550","0.9574982523918152","0.9695921540260316","0.9317986965179444","0.7651065587997437","0.8007556200027466","0.7264146208763123","0.6198394298553467","0.6702696084976196","0.5706292390823364","0.9574981927871704","0.9695920944213868","0.9317986965179444","0.7086421251296997","0.7258565425872803","0.672061562538147","0.6080135703086853","0.6402837038040161","0.5394394397735596"
"_uncorrected_l_r3_unet","finished","-","","","2025-05-21T19:03:53.000Z","327","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","121","0.9734084010124208","0.9866886138916016","0.9451879858970642","0.7890387773513794","0.833621621131897","0.7606110572814941","0.6519560813903809","0.7179951071739197","0.613699197769165","0.973408341407776","0.9866885542869568","0.9451879858970642","0.7652134895324707","0.7927101850509644","0.7067831754684448","0.6695905923843384","0.7026591300964355","0.5993198156356812","0.9970077276229858","0.9979788064956664","0.9950050115585328","0.9842859506607056","0.985124945640564","0.9834541082382202","0.9690609574317932","0.9706904888153076","0.9674479961395264","0.9970077276229858","0.9979788064956664","0.9950050115585328","0.9754689931869508","0.9753243327140808","0.9758203625679016","0.9526612758636476","0.9523515701293944","0.9533864259719848","605","0.9572222232818604","0.969022274017334","0.932147204875946","0.7608116865158081","0.7948969602584839","0.7251983880996704","0.6141670942306519","0.6622002124786377","0.5692881345748901","0.9572222232818604","0.969022274017334","0.9321471452713012","0.7168930768966675","0.7385746836662292","0.6708195209503174","0.6162236928939819","0.6497856378555298","0.5449044704437256"
"_uncorrected_l_r3_unetplusplus","finished","-","","","2025-05-21T18:58:58.000Z","283","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","104","0.9701625108718872","0.9850287437438964","0.9385718107223512","0.7710307836532593","0.8189336061477661","0.7382313013076782","0.627905547618866","0.6961269378662109","0.5851216316223145","0.9701625108718872","0.9850287437438964","0.9385718107223512","0.7595741152763367","0.7878943681716919","0.6993934512138367","0.6611719131469727","0.6931470036506653","0.5932250022888184","0.9964617490768432","0.9976932406425476","0.9939075112342834","0.9814822673797609","0.983075737953186","0.979928731918335","0.963647961616516","0.9667288064956664","0.9606532454490662","0.996461808681488","0.9976933002471924","0.9939075708389282","0.9665744304656982","0.9677550792694092","0.9642943143844604","0.9440712928771972","0.9454867839813232","0.9413214921951294","520","0.9563736319541932","0.969652771949768","0.9281555414199828","0.764290988445282","0.805281400680542","0.7168998718261719","0.6185600757598877","0.6751402616500854","0.5589184165000916","0.956373691558838","0.969652771949768","0.9281555414199828","0.7010549306869507","0.7195154428482056","0.6618263721466064","0.5907318592071533","0.6195240616798401","0.5295484066009521"
"_uncorrected_l_r3_manet","finished","-","","","2025-05-21T18:54:03.000Z","283","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","103","0.969580888748169","0.9831511378288268","0.9407440423965454","0.7723779678344727","0.8013871908187866","0.7545772790908813","0.6296945214271545","0.6728066205978394","0.6058878302574158","0.9695808291435242","0.9831511974334716","0.9407439827919006","0.7392165660858154","0.7491813898086548","0.718041181564331","0.6329790353775024","0.6474977731704712","0.6021268367767334","0.9964897632598876","0.9975645542144777","0.9942827820777892","0.9816012382507324","0.9822673797607422","0.9810338020324708","0.9638682007789612","0.9651528000831604","0.9627777338027954","0.9964897632598876","0.9975645542144777","0.994282841682434","0.9666876792907716","0.9658989310264589","0.9681525230407716","0.9415769577026368","0.9404506087303162","0.9437494277954102","515","0.9560363292694092","0.969998836517334","0.9263659715652466","0.7655441761016846","0.8108302354812622","0.7144243717193604","0.6207072734832764","0.6850135326385498","0.5557396411895752","0.9560363292694092","0.969998836517334","0.9263659715652466","0.701504111289978","0.7196201682090759","0.6630077362060547","0.5920714139938354","0.6198445558547974","0.5330535173416138"
"_uncorrected_l_r3_pspnet","finished","-","","","2025-05-21T18:48:56.000Z","296","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","108","0.9732576012611388","0.987008810043335","0.9440362453460692","0.786159873008728","0.8397307395935059","0.7502306699752808","0.6476645469665527","0.7266358137130737","0.6011805534362793","0.9732576012611388","0.987008810043335","0.9440362453460692","0.7808434963226318","0.8107577562332153","0.7172756791114807","0.6875308156013489","0.7228646278381348","0.6124464273452759","0.9964004755020142","0.997627019882202","0.9938300848007202","0.9810234308242798","0.982591152191162","0.979621171951294","0.9627540111541748","0.9657817482948304","0.9600565433502196","0.9964004755020142","0.9976269006729126","0.9938300848007202","0.963176965713501","0.9639453887939452","0.9613250494003296","0.9393141269683838","0.9402744770050048","0.93721604347229","540","0.958254337310791","0.9694830179214478","0.9343932867050172","0.7641332149505615","0.8001881837844849","0.7189024686813354","0.6205510497093201","0.6707563996315002","0.5625909566879272","0.9582542777061462","0.9694830179214478","0.9343932867050172","0.7162408828735352","0.739909291267395","0.6659455299377441","0.6204497218132019","0.6611270904541016","0.5340104103088379"
"_uncorrected_nl_r2_deeplabv3plus","finished","-","","","2025-05-21T18:43:13.000Z","200","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","71","0.9189125299453736","0.9710747003555298","0.838752269744873","0.573259711265564","0.7785934209823608","0.42245084047317505","0.40283507108688354","0.6407703161239624","0.26779013872146606","0.9189125299453736","0.9710747003555298","0.8387523293495178","0.5535420179367065","0.6853548884391785","0.3631930351257324","0.45243969559669495","0.5845779180526733","0.2647929787635803","0.9949358105659484","0.9962865114212036","0.9919527769088744","0.9721946716308594","0.9726182222366332","0.9713995456695556","0.9458961486816406","0.9467039108276368","0.9443895220756532","0.9949358701705932","0.9962865114212036","0.9919527769088744","0.9509754180908204","0.94823157787323","0.9572027921676636","0.9180186986923218","0.9156973361968994","0.9234100580215454","355","0.9411134719848632","0.9630117416381836","0.912703275680542","0.6287843585014343","0.6092277765274048","0.6415925025939941","0.46408283710479736","0.44158995151519775","0.479586124420166","0.9411134719848632","0.9630117416381836","0.9127033352851868","0.5943909883499146","0.6126291751861572","0.5751113891601562","0.48735949397087097","0.5165330171585083","0.453744500875473"
"_uncorrected_nl_r2_unet","finished","-","","","2025-05-21T18:39:12.000Z","230","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","83","0.92022442817688","0.9727272987365724","0.8416478633880615","0.5988313555717468","0.8005578517913818","0.4587942659854889","0.4275143444538117","0.6691380739212036","0.29786741733551025","0.92022442817688","0.972727358341217","0.8416478037834167","0.5881702899932861","0.7160587310791016","0.40108853578567505","0.4822353720664978","0.6150157451629639","0.2924225330352783","0.9957903027534484","0.9970962405204772","0.9928747415542604","0.9769755601882936","0.9786130785942078","0.9753023386001588","0.9549877643585204","0.9581223726272584","0.9517978429794312","0.9957903027534484","0.997096300125122","0.9928747415542604","0.9551010131835938","0.954441785812378","0.9566351771354676","0.9262895584106444","0.9256486296653748","0.9278860688209534","415","0.948310375213623","0.9659567475318908","0.9245706796646118","0.6935470104217529","0.6585758328437805","0.7107388377189636","0.5336319804191589","0.4950559735298157","0.5538183450698853","0.948310375213623","0.9659568071365356","0.9245706796646118","0.6542372703552246","0.658244788646698","0.6501085162162781","0.5442464351654053","0.5563764572143555","0.5287395715713501"
"_uncorrected_nl_r2_unetplusplus","finished","-","","","2025-05-21T18:35:48.000Z","192","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","68","0.9212181568145752","0.9712569117546082","0.847465991973877","0.6130326986312866","0.7905640006065369","0.4944606423377991","0.44201356172561646","0.6547110080718994","0.32939136028289795","0.9212181568145752","0.9712569117546082","0.847465991973877","0.5961791276931763","0.6903249025344849","0.4611223340034485","0.4839714765548706","0.5839337706565857","0.3430692255496979","0.9951142072677612","0.9966725707054138","0.9915920495986938","0.9730982780456544","0.9753624200820924","0.9706982374191284","0.947609841823578","0.9519182443618774","0.9430657625198364","0.9951142072677612","0.9966726303100586","0.9915919899940492","0.9496830105781556","0.9485684633255004","0.9524587988853456","0.9184360504150392","0.918344020843506","0.9188964366912842","340","0.9491150379180908","0.9634792804718018","0.9297536611557008","0.7133587598800659","0.6587445735931396","0.7416877746582031","0.5553656220436096","0.4931737780570984","0.5903487801551819","0.949114978313446","0.9634792804718018","0.9297537207603456","0.6794902086257935","0.6786649227142334","0.6799553036689758","0.5583046674728394","0.5640918612480164","0.5488229990005493"
"_uncorrected_nl_r2_manet","finished","-","","","2025-05-21T18:32:01.000Z","216","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","77","0.9189304709434508","0.9700292348861694","0.8417743444442749","0.5938833355903625","0.7817178964614868","0.4605197310447693","0.4223651885986328","0.6427193284034729","0.29988300800323486","0.9189304709434508","0.9700292348861694","0.8417743444442749","0.5676571130752563","0.6743834018707275","0.4080016016960144","0.4590075016021729","0.56703120470047","0.3013148009777069","0.995885968208313","0.996931254863739","0.9935463070869446","0.9774296879768372","0.9771855473518372","0.977515697479248","0.9558587074279784","0.9553961753845216","0.956020712852478","0.9958860278129578","0.9969313144683838","0.9935463666915894","0.9557350277900696","0.9499444961547852","0.967571258544922","0.9257793426513672","0.9198145866394044","0.9379887580871582","385","0.9461504220962524","0.9616538286209106","0.925770103931427","0.6867254972457886","0.6347088813781738","0.7164863348007202","0.5247855186462402","0.4665842652320862","0.5609247088432312","0.9461504220962524","0.9616539478302002","0.925770103931427","0.6396327018737793","0.6178635358810425","0.675344705581665","0.5198450088500977","0.509919285774231","0.5403625965118408"
"_uncorrected_nl_r2_pspnet","finished","-","","","2025-05-21T18:28:28.000Z","201","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_nl.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_nl.csv","/data/GitHub/first_year_exam/data/train_nl.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_nl_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","72","0.9234021902084352","0.97488534450531","0.8465358018875122","0.5965465307235718","0.8101258277893066","0.4441561698913574","0.4250686764717102","0.6819199323654175","0.28611069917678833","0.9234021902084352","0.9748854637145996","0.8465357422828674","0.5967725515365601","0.7315465807914734","0.399397075176239","0.4896675944328308","0.632122814655304","0.2851518988609314","0.994983434677124","0.9965968728065492","0.9914056062698364","0.9724075794219972","0.9747714996337892","0.96989643573761","0.9463096857070924","0.9507847428321838","0.9416102170944214","0.994983434677124","0.9965968132019044","0.9914056062698364","0.9474055767059326","0.9471081495285034","0.948850691318512","0.915532886981964","0.9155670404434204","0.9163172245025636","360","0.9441159963607788","0.9660554528236388","0.9148887991905212","0.6563630104064941","0.6552468538284302","0.6576347351074219","0.491784006357193","0.4900858998298645","0.49349498748779297","0.9441159963607788","0.9660555124282836","0.914888858795166","0.6385782957077026","0.6661344766616821","0.6029061675071716","0.5230473875999451","0.5602649450302124","0.47395074367523193"
"_uncorrected_l_r2_deeplabv3plus","finished","-","","","2025-05-21T18:24:10.000Z","246","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","89","0.9733986258506776","0.9869548678398132","0.9445916414260864","0.7896597981452942","0.8417374491691589","0.7542502880096436","0.6529014110565186","0.7308233380317688","0.605462372303009","0.9733985662460328","0.9869548678398132","0.9445916414260864","0.7777047157287598","0.8162174224853516","0.6958653926849365","0.6824643611907959","0.7205719947814941","0.6014856100082397","0.996013879776001","0.9972980618476868","0.993369162082672","0.9790022373199464","0.9796526432037354","0.977924644947052","0.9588772058486938","0.9601550102233888","0.9568029642105104","0.996013879776001","0.997298002243042","0.993369162082672","0.9605172872543336","0.9605066776275636","0.9604219794273376","0.9345051050186156","0.934636116027832","0.9341030120849608","445","0.9593346118927002","0.969133734703064","0.9385113716125488","0.7742705345153809","0.7992750406265259","0.7440725564956665","0.6330638527870178","0.6685174703598022","0.5929243564605713","0.9593345522880554","0.969133734703064","0.9385113716125488","0.7157400250434875","0.7251172065734863","0.6958136558532715","0.6166627407073975","0.6398805379867554","0.5673249959945679"
"_uncorrected_l_r2_unet","finished","-","","","2025-05-21T18:19:27.000Z","271","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","99","0.9744082093238832","0.9874402284622192","0.9467151165008544","0.7956629991531372","0.8442165851593018","0.7651040554046631","0.6608371138572693","0.7351341247558594","0.6199063062667847","0.9744081497192384","0.987440288066864","0.9467151165008544","0.7872062921524048","0.8202862739562988","0.7169116735458374","0.6864583492279053","0.7241361141204834","0.6063933372497559","0.9961390495300292","0.9972480535507202","0.9938230514526368","0.9798284769058228","0.9799649715423584","0.9797302484512328","0.960462212562561","0.9607263207435608","0.9602721929550172","0.9961390495300292","0.9972480535507202","0.9938230514526368","0.96120685338974","0.9582879543304444","0.967516541481018","0.9356651902198792","0.9322262406349182","0.9431911706924438","495","0.956505298614502","0.970144748687744","0.9275213479995728","0.7512887716293335","0.8008708357810974","0.6909003257751465","0.6023324728012085","0.6704710721969604","0.5278158187866211","0.9565051794052124","0.970144748687744","0.9275213479995728","0.7047297358512878","0.7394281625747681","0.630995512008667","0.6035178899765015","0.6546014547348022","0.4949653148651123"
"_uncorrected_l_r2_unetplusplus","finished","-","","","2025-05-21T18:13:30.000Z","345","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","128","0.971233367919922","0.9874112606048584","0.9368554353713988","0.771195650100708","0.8418464064598083","0.722741425037384","0.6283220052719116","0.7297086119651794","0.5661193132400513","0.971233367919922","0.9874112606048584","0.9368554353713988","0.770857572555542","0.7995504140853882","0.7098852396011353","0.6750105619430542","0.7123078107833862","0.5957537293434143","0.996911346912384","0.997660994529724","0.995360255241394","0.9838062524795532","0.9828851222991944","0.9847120642662048","0.9681286811828612","0.9663463830947876","0.9698859453201294","0.9969112873077391","0.997660994529724","0.995360255241394","0.9686033725738524","0.9666118621826172","0.9732710123062134","0.947710394859314","0.9455419778823853","0.952788472175598","640","0.95769202709198","0.97020423412323","0.9311034679412842","0.7614513039588928","0.8013241291046143","0.7146475315093994","0.6156958341598511","0.671066403388977","0.5562121272087097","0.9576919674873352","0.97020423412323","0.9311034679412842","0.709793210029602","0.7287747859954834","0.669457197189331","0.6119019985198975","0.6469829082489014","0.5373551845550537"
"_uncorrected_l_r2_manet","finished","-","","","2025-05-21T18:10:03.000Z","196","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","69","0.9734562635421752","0.9883472919464112","0.9418127536773682","0.7773172855377197","0.8534889221191406","0.7250245213508606","0.6361123323440552","0.7495835423469543","0.5687060356140137","0.9734561443328856","0.9883472919464112","0.9418127536773682","0.7725480198860168","0.8181295394897461","0.6756874322891235","0.682172954082489","0.7353917360305786","0.5690831542015076","0.9942670464515686","0.9960232973098756","0.9906270503997804","0.970333456993103","0.9711910486221312","0.9695061445236206","0.9423822164535522","0.9440234899520874","0.9408169984817504","0.9942670464515686","0.9960232973098756","0.990627110004425","0.9472981691360474","0.9448492527008056","0.9517401456832886","0.913631796836853","0.9126667976379396","0.9149993658065796","345","0.9585866928100586","0.9721171259880066","0.9298346042633056","0.7549086809158325","0.8097060322761536","0.6841415762901306","0.6081337332725525","0.6833982467651367","0.5214829444885254","0.9585866928100586","0.9721171855926514","0.9298346042633056","0.7040575742721558","0.7283048629760742","0.652532160282135","0.6101938486099243","0.6519211530685425","0.5215233564376831"
