"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.cache_data","dataset.data_dir","dataset.dev","dataset.experiment","dataset.patch_overlap","dataset.patch_size","dataset.project","dataset.queue_length","dataset.rescale_factor","dataset.samples_per_volume","dataset.test","dataset.train","dataset.unlabeled_dataset","dataset.use_patches","model_opts.arch","model_opts.args.arch","model_opts.args.binary_split","model_opts.args.classification_loss","model_opts.args.encoder_name","model_opts.args.encoder_weights","model_opts.args.inchannels","model_opts.args.net_depth","model_opts.args.outchannels","model_opts.name","train_par.batch_size","train_par.devices","train_par.early_stopping_flag","train_par.epochs","train_par.eval_threshold","train_par.gpu_to_use","train_par.loss_opts.args.alpha","train_par.loss_opts.args.beta","train_par.loss_opts.args.gamma","train_par.loss_opts.args.gamma_class","train_par.loss_opts.args.gamma_close","train_par.loss_opts.args.gamma_mom","train_par.loss_opts.args.gamma_round","train_par.loss_opts.args.gamma_topo","train_par.loss_opts.args.weight","train_par.loss_opts.name","train_par.lr","train_par.num_classes","train_par.optimizer.name","train_par.patience","train_par.profiler","train_par.random_seed","train_par.results_model_filename","train_par.results_path","train_par.scheduler.name","train_par.strategy","train_par.weight_decay","train_par.workers","epoch","test_dataset_acc","test_dataset_acc_benign","test_dataset_acc_malignant","test_dataset_f1","test_dataset_f1_benign","test_dataset_f1_malignant","test_dataset_iou","test_dataset_iou_benign","test_dataset_iou_malignant","test_per_image_acc","test_per_image_acc_benign","test_per_image_acc_malignant","test_per_image_f1","test_per_image_f1_benign","test_per_image_f1_malignant","test_per_image_iou","test_per_image_iou_benign","test_per_image_iou_malignant","train_dataset_acc","train_dataset_acc_benign","train_dataset_acc_malignant","train_dataset_f1","train_dataset_f1_benign","train_dataset_f1_malignant","train_dataset_iou","train_dataset_iou_benign","train_dataset_iou_malignant","train_per_image_acc","train_per_image_acc_benign","train_per_image_acc_malignant","train_per_image_f1","train_per_image_f1_benign","train_per_image_f1_malignant","train_per_image_iou","train_per_image_iou_benign","train_per_image_iou_malignant","trainer/global_step","valid_dataset_acc","valid_dataset_acc_benign","valid_dataset_acc_malignant","valid_dataset_f1","valid_dataset_f1_benign","valid_dataset_f1_malignant","valid_dataset_iou","valid_dataset_iou_benign","valid_dataset_iou_malignant","valid_per_image_acc","valid_per_image_acc_benign","valid_per_image_acc_malignant","valid_per_image_f1","valid_per_image_f1_benign","valid_per_image_f1_malignant","valid_per_image_iou","valid_per_image_iou_benign","valid_per_image_iou_malignant"
"_uncorrected_l_r1_pspnet","finished","-","","","2025-05-21T17:20:55.000Z","278","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/validation_l.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/test_l.csv","/data/GitHub/first_year_exam/data/train_l.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_uncorrected_l_r1_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","102","0.973888635635376","0.9871010780334472","0.9458123445510864","0.7940467596054077","0.8403211832046509","0.7640290260314941","0.6586235761642456","0.7280226349830627","0.618301510810852","0.973888635635376","0.9871009588241576","0.9458124041557312","0.7612830996513367","0.7953833341598511","0.6888201236724854","0.6674184203147888","0.7075130939483643","0.5822170972824097","0.9963124394416808","0.99743390083313","0.9940017461776732","0.9806488752365112","0.9812058806419371","0.9801259636878968","0.962032914161682","0.9631057977676392","0.961026668548584","0.9963124394416808","0.9974339604377748","0.994001805782318","0.964594841003418","0.9651337265968324","0.9635186791419984","0.940951406955719","0.9415128231048584","0.9398238658905028","510","0.9584913849830629","0.9704188108444214","0.9331457614898682","0.7687139511108398","0.8050338625907898","0.7266273498535156","0.6250438690185547","0.676048994064331","0.5707201957702637","0.9584914445877076","0.9704188108444214","0.9331457614898682","0.7136394381523132","0.7329481840133667","0.6726083755493164","0.610407829284668","0.643744707107544","0.5395669341087341"
"_data_corrected_wo_annotation_r3_deeplabv3plus","finished","-","","","2025-05-21T17:16:54.000Z","229","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_wo_annotation_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","91","0.9474986791610718","0.974141538143158","0.9067268371582032","0.7352337837219238","0.7442286610603333","0.6869246959686279","0.5844546556472778","0.6078566312789917","0.5231938362121582","0.9474986791610718","0.9741415977478028","0.9067268371582032","0.6381272077560425","0.6604282855987549","0.5865770578384399","0.522879421710968","0.5480174422264099","0.46491414308547974","0.9962930679321288","0.9981675744056702","0.993143916130066","0.98079514503479","0.9841503500938416","0.9787787199020386","0.9623225927352904","0.968799889087677","0.9584532976150512","0.9962930679321288","0.9981675744056702","0.993143916130066","0.968298614025116","0.9716122150421144","0.9615238904953004","0.9427987337112428","0.9452263116836548","0.937569499015808","182","0.9392662048339844","0.96061509847641","0.906218409538269","0.6653958559036255","0.7047077417373657","0.6367536783218384","0.498913049697876","0.546612560749054","0.4670862853527069","0.9392662048339844","0.96061509847641","0.906218409538269","0.6394367218017578","0.6406798362731934","0.6359198093414307","0.5186053514480591","0.5258306264877319","0.5058404207229614"
"_data_corrected_wo_annotation_r3_unet","finished","-","","","2025-05-21T17:13:13.000Z","209","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_wo_annotation_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","82","0.9435924291610718","0.9672484397888184","0.9074715375900269","0.7414379119873047","0.7153831720352173","0.7182191610336304","0.5921058654785156","0.5743660926818848","0.5603296756744385","0.943592369556427","0.9672484397888184","0.9074715375900269","0.6492795944213867","0.649692714214325","0.6350157260894775","0.5335749983787537","0.5378851890563965","0.5116868615150452","0.99580317735672","0.9979836344718932","0.9923641681671144","0.9783145785331726","0.9824936389923096","0.9760513305664062","0.957556128501892","0.9655896425247192","0.9532359838485718","0.9958032369613647","0.997983694076538","0.9923641681671144","0.9645878076553344","0.9674232006072998","0.9611955285072328","0.935985803604126","0.9376265406608582","0.9342930316925048","164","0.9393576383590698","0.9547089338302612","0.9152288436889648","0.6982787847518921","0.6962623596191406","0.6998902559280396","0.5374670624732971","0.535029411315918","0.5393965244293213","0.939357578754425","0.9547088742256165","0.9152288436889648","0.6388285160064697","0.611871600151062","0.67954021692276","0.5141534805297852","0.4913976192474365","0.5473381280899048"
"_data_corrected_wo_annotation_r3_unetplusplus","finished","-","","","2025-05-21T17:09:32.000Z","209","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_wo_annotation_r3_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","83","0.9467544555664062","0.9733777046203612","0.9059481620788574","0.739424467086792","0.7423326969146729","0.6962408423423767","0.5893626809120178","0.6055330038070679","0.534095048904419","0.9467544555664062","0.9733777046203612","0.9059481620788574","0.6502095460891724","0.6683443784713745","0.6084351539611816","0.5363985896110535","0.5583888292312622","0.48571640253067017","0.9961494207382202","0.9982632398605348","0.9927629232406616","0.9801367521286012","0.9849233627319336","0.9771113395690918","0.9610534906387328","0.9702965617179872","0.9552747011184692","0.9961494207382202","0.9982632398605348","0.9927629232406616","0.965360701084137","0.9712464809417723","0.9561342597007751","0.9394094944000244","0.9446916580200196","0.931185245513916","166","0.9408918023109436","0.958986520767212","0.9126834869384766","0.6854624152183533","0.7041515111923218","0.6705355644226074","0.5219694375991821","0.5444318652153015","0.504740834236145","0.9408918023109436","0.958986520767212","0.9126834869384766","0.6386651992797852","0.624786913394928","0.6579039096832275","0.5217769145965576","0.5168139934539795","0.5266789197921753"
"_data_corrected_wo_annotation_r3_manet","finished","-","","","2025-05-21T17:05:43.000Z","217","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_wo_annotation_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","86","0.945825219154358","0.9717174172401428","0.906058669090271","0.7389724254608154","0.7312359809875488","0.7041255831718445","0.58945631980896","0.5938886404037476","0.5433598756790161","0.9458251595497132","0.971717357635498","0.906058669090271","0.6412353515625","0.6504316329956055","0.6123234033584595","0.525465726852417","0.5392781496047974","0.48708516359329224","0.9960444569587708","0.9978252053260804","0.9931499361991882","0.9796666502952576","0.9814735651016236","0.9786064624786376","0.9601438641548156","0.963623046875","0.9581091403961182","0.9960444569587708","0.9978252053260804","0.9931498765945436","0.963670253753662","0.9646256566047668","0.9614580869674684","0.9343391060829164","0.932465136051178","0.93667471408844","172","0.9399279356002808","0.9583885073661804","0.9109429717063904","0.6787726879119873","0.6955256462097168","0.6646326780319214","0.5145909786224365","0.5343199968338013","0.49855804443359375","0.939927875995636","0.9583885669708252","0.9109430313110352","0.6325703859329224","0.6153624653816223","0.6566824913024902","0.5087608098983765","0.4981436729431152","0.5221046805381775"
"_data_corrected_wo_annotation_r3_pspnet","finished","-","","","2025-05-21T17:01:55.000Z","216","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_wo_annotation_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","86","0.9470652341842652","0.9728696942329408","0.9078338146209716","0.7381986379623413","0.7326873540878296","0.700850248336792","0.5892190933227539","0.596845805644989","0.5394976139068604","0.9470652341842652","0.9728696942329408","0.9078338146209716","0.6439340114593506","0.6642779111862183","0.6005094647407532","0.5322566628456116","0.5583227276802063","0.4773733615875244","0.9958807826042176","0.9977984428405762","0.9927693605422974","0.9788464903831482","0.9812136888504028","0.9774577617645264","0.9585694074630736","0.9631205797195436","0.9559094905853271","0.9958807229995728","0.997798502445221","0.9927693605422974","0.962827444076538","0.9641358852386476","0.9600603580474854","0.9327949285507202","0.9315977692604064","0.9340696334838868","172","0.940622866153717","0.9607972502708436","0.909196138381958","0.6789214611053467","0.7077564597129822","0.6560032963752747","0.513949453830719","0.5480643510818481","0.48810142278671265","0.9406228065490724","0.9607973098754884","0.909196138381958","0.627497136592865","0.6187057495117188","0.6388076543807983","0.5120283365249634","0.513008177280426","0.5077328681945801"
"_data_corrected_w_annotation_r3_deeplabv3plus","finished","-","","","2025-05-21T16:58:52.000Z","171","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_w_annotation_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","64","0.937593162059784","0.9484457969665528","0.9163114428520204","0.699069619178772","0.6817216873168945","0.7140604257583618","0.5378308892250061","0.5195722579956055","0.5553438067436218","0.937593162059784","0.948445737361908","0.9163114428520204","0.6237931847572327","0.6222562193870544","0.6313390135765076","0.5082769989967346","0.5083698034286499","0.5114026665687561","0.9947844743728638","0.9969162940979004","0.9910242557525636","0.9727789163589478","0.9755879640579224","0.9711710214614868","0.9470068216323853","0.9523473978042604","0.9439931511878968","0.9947844743728638","0.9969162940979004","0.9910242557525636","0.9489448666572572","0.9558813571929932","0.9379143714904784","0.9148235321044922","0.9198868870735168","0.907162308692932","192","0.9385652542114258","0.9612197875976562","0.9014394283294678","0.6812788844108582","0.6529613733291626","0.7143092155456543","0.5175952911376953","0.4950403869152069","0.5559026002883911","0.938565194606781","0.9612197875976562","0.9014394283294678","0.671560525894165","0.6490756273269653","0.7172671556472778","0.5503109693527222","0.5330785512924194","0.5872635245323181"
"_data_corrected_w_annotation_r3_unet","finished","-","","","2025-05-21T16:55:00.000Z","220","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_w_annotation_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","85","0.9368777275085448","0.9476768970489502","0.9159694314002992","0.700409471988678","0.6924675703048706","0.7066712379455566","0.5389465689659119","0.5302850008010864","0.5472279191017151","0.9368777275085448","0.9476768970489502","0.9159694314002992","0.6214059591293335","0.6157448291778564","0.6363479495048523","0.4965489804744721","0.4904382824897766","0.5121119618415833","0.9962949752807616","0.9979077577590942","0.993376612663269","0.9805269241333008","0.983215630054474","0.9785699844360352","0.9617986679077148","0.9669859409332277","0.9580398797988892","0.9962949752807616","0.9979077577590942","0.9933766722679138","0.9678232073783876","0.9710012078285216","0.962072491645813","0.9412346482276917","0.9443749189376832","0.9355522990226746","255","0.9342228174209596","0.9565883874893188","0.897655725479126","0.6741330623626709","0.6378992199897766","0.7096141576766968","0.5088291168212891","0.4726088047027588","0.5503209829330444","0.9342228174209596","0.9565883874893188","0.8976557850837708","0.6415488719940186","0.6029310822486877","0.7129251956939697","0.5111261606216431","0.4761701822280884","0.5768544673919678"
"_data_corrected_w_annotation_r3_unetplusplus","finished","-","","","2025-05-21T16:51:20.000Z","208","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_w_annotation_r3_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","80","0.938720703125","0.9494507312774658","0.9175325632095336","0.7132776975631714","0.7029629349708557","0.722556471824646","0.5545510053634644","0.5430571436882019","0.5656545758247375","0.9387206435203552","0.9494507312774658","0.9175325632095336","0.6377530097961426","0.6399831771850586","0.6383057832717896","0.5142767429351807","0.514955997467041","0.5172818899154663","0.9958853125572203","0.9975759983062744","0.9928632378578186","0.9784514307975768","0.9805383086204528","0.9770029187202454","0.9578145742416382","0.9618203639984132","0.9550507068634032","0.9958852529525756","0.9975760579109192","0.9928631782531738","0.9614098072052002","0.965045928955078","0.9548832178115844","0.9315563440322876","0.933648407459259","0.9279406070709229","240","0.9352149963378906","0.9584680199623108","0.8970934152603149","0.6757814288139343","0.6463751792907715","0.7066397070884705","0.5105273127555847","0.4823198318481446","0.547126829624176","0.9352149963378906","0.9584680199623108","0.8970934152603149","0.6575766801834106","0.6281726360321045","0.7150120735168457","0.5322399735450745","0.5064864754676819","0.5840346217155457"
"_data_corrected_w_annotation_r3_manet","finished","-","","","2025-05-21T16:48:19.000Z","169","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","manet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_w_annotation_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","64","0.9379160404205322","0.9509878754615784","0.9125028252601624","0.6957852244377136","0.6922844648361206","0.6950830221176147","0.5335438251495361","0.5308293700218201","0.5333308577537537","0.9379160404205322","0.9509878158569336","0.9125028252601624","0.627913236618042","0.6374701261520386","0.6143728494644165","0.5068404674530029","0.5159681439399719","0.4930911958217621","0.9956036806106568","0.997498631477356","0.9922103881835938","0.9770816564559937","0.9800755381584167","0.9749478101730348","0.9551931023597716","0.960930109024048","0.951123833656311","0.9956035614013672","0.9974986910820008","0.9922104477882384","0.960899829864502","0.9624626636505128","0.9585049152374268","0.9279226660728456","0.9289220571517944","0.9266307353973388","192","0.9380941390991212","0.9602258205413818","0.9022213220596312","0.6847180128097534","0.6491729617118835","0.7213677763938904","0.520969033241272","0.4872729778289795","0.5649434328079224","0.9380941390991212","0.9602258205413818","0.9022213220596312","0.6475226879119873","0.6077879667282104","0.723632276058197","0.5218888521194458","0.48491671681404114","0.5934361219406128"
"_data_corrected_w_annotation_r3_pspnet","finished","-","","","2025-05-21T16:44:36.000Z","211","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","pspnet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_corrected_w_annotation_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","80","0.9361718893051147","0.9464938640594482","0.9158165454864502","0.7003341913223267","0.6864362955093384","0.7143199443817139","0.5388678312301636","0.5227100253105164","0.5559626817703247","0.9361718893051147","0.9464938640594482","0.9158166646957396","0.6266062259674072","0.6174051761627197","0.6489278078079224","0.5047780275344849","0.4993959367275238","0.5195979475975037","0.996099591255188","0.9977024793624878","0.993196666240692","0.9794899225234984","0.9815526008605956","0.9780139923095704","0.9598044157028198","0.9637740850448608","0.9569748044013976","0.996099591255188","0.997702419757843","0.9931966066360474","0.9629958868026732","0.9681546092033386","0.952612042427063","0.934546709060669","0.93912935256958","0.9254337549209596","240","0.934261918067932","0.9560661911964417","0.8990203738212585","0.6799215078353882","0.6366907358169556","0.7201204299926758","0.515247642993927","0.4716761112213135","0.5636916160583496","0.9342618584632874","0.9560662508010864","0.8990204334259033","0.6376125812530518","0.5912806391716003","0.7246221303939819","0.5057759284973145","0.4606594443321228","0.5921241641044617"
"_data_uncorrected_r3_deeplabv3plus","finished","-","","","2025-05-21T16:40:59.000Z","205","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","deeplabv3plus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_uncorrected_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","73","0.9525396823883056","0.965631365776062","0.923902988433838","0.7323782444000244","0.7522029280662537","0.7078955173492432","0.5781135559082031","0.6043156385421753","0.5478817224502563","0.9525396823883056","0.965631365776062","0.923902988433838","0.7153579592704773","0.7339949607849121","0.6810197830200195","0.6025126576423645","0.6316170692443848","0.5461059212684631","0.9947590827941896","0.9961766004562378","0.9917751550674438","0.9710577130317688","0.970111608505249","0.971843957901001","0.9437438249588012","0.94195818901062","0.9452313780784608","0.9947590827941896","0.9961766004562378","0.9917751550674438","0.9427515268325806","0.9422370791435242","0.9428810477256776","0.90944504737854","0.9079704284667968","0.9115211963653564","365","0.9473249912261964","0.9554550647735596","0.9274194240570068","0.7407676577568054","0.7459908723831177","0.7317583560943604","0.5914620757102966","0.5980844497680664","0.5796245336532593","0.9473249912261964","0.9554550647735596","0.9274194240570068","0.6845341324806213","0.6930586695671082","0.6655963659286499","0.5683952569961548","0.5792785286903381","0.5391615629196167"
"_data_uncorrected_r3_unet","finished","-","","","2025-05-21T16:37:17.000Z","210","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","unet","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_uncorrected_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","76","0.9495054483413696","0.9675469994544984","0.9096667170524596","0.691039502620697","0.7451361417770386","0.6263412237167358","0.5293675661087036","0.5968481302261353","0.45620015263557434","0.9495054483413696","0.9675469994544984","0.9096666574478148","0.6831710338592529","0.7199770212173462","0.6030203700065613","0.5764879584312439","0.6234942078590393","0.4753642678260803","0.994597315788269","0.9958332777023317","0.992048978805542","0.9701005816459656","0.9673083424568176","0.9726331233978271","0.9419543743133544","0.93671452999115","0.9467335939407348","0.994597315788269","0.9958333373069764","0.9920489192008972","0.9429775476455688","0.9402537941932678","0.9485868215560912","0.911463975906372","0.9087705612182616","0.916996955871582","380","0.9454591870307922","0.9531996250152588","0.9294307231903076","0.7099392414093018","0.7111381888389587","0.7139312028884888","0.5557817220687866","0.5563737750053406","0.5621929168701172","0.9454591274261476","0.9531997442245485","0.9294307231903076","0.6658412218093872","0.6903519630432129","0.6662887334823608","0.5502311587333679","0.5801636576652527","0.5306084156036377"
"_data_uncorrected_r3_unetplusplus","finished","-","","","2025-05-21T16:33:48.000Z","197","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","","0","64","NETs splitted","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","unetplusplus","PSPNet","true","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","0.5","0.5","0.5","0.05","0.1","0.05","0.05","0.05","0.1","tversky","0.001","2","adamw","40","false","default","/data/GitHub/first_year_exam/results/_data_uncorrected_r3_unetplusplus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","70","0.9547863006591796","0.9703481793403624","0.9219202995300292","0.7420310974121094","0.7740075588226318","0.704222559928894","0.5902787446975708","0.6350444555282593","0.5439937114715576","0.9547863602638244","0.9703481197357178","0.9219202995300292","0.6962987184524536","0.7054813504219055","0.6875816583633423","0.588732123374939","0.6164599657058716","0.5424081087112427","0.9948992729187012","0.9963657855987548","0.9918456673622132","0.9717620015144348","0.9709922075271606","0.9722660779953004","0.9451170563697816","0.9437055587768556","0.9460455179214478","0.9948992729187012","0.9963657855987548","0.9918456673622132","0.9494170546531676","0.9465031623840332","0.9554952383041382","0.915781319141388","0.9130111932754515","0.921581506729126","350","0.952490210533142","0.958215594291687","0.9331725835800172","0.7689163684844971","0.7598867416381836","0.7628903985023499","0.6258344650268555","0.6160488128662109","0.6166995763778687","0.952490210533142","0.9582156538963318","0.933172643184662","0.7097525596618652","0.7108110189437866","0.6853920817375183","0.5929936766624451","0.5937052965164185","0.5629310607910156"
