"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.cache_data","dataset.data_dir","dataset.dev","dataset.experiment","dataset.patch_overlap","dataset.patch_size","dataset.project","dataset.queue_length","dataset.rescale_factor","dataset.samples_per_volume","dataset.test","dataset.train","dataset.unlabeled_dataset","dataset.use_patches","model_opts.arch","model_opts.args.arch","model_opts.args.classification_loss","model_opts.args.encoder_name","model_opts.args.encoder_weights","model_opts.args.inchannels","model_opts.args.net_depth","model_opts.args.outchannels","model_opts.name","train_par.batch_size","train_par.devices","train_par.early_stopping_flag","train_par.epochs","train_par.eval_threshold","train_par.gpu_to_use","train_par.loss_opts.args.alpha","train_par.loss_opts.args.gamma","train_par.loss_opts.args.weight","train_par.loss_opts.name","train_par.lr","train_par.num_classes","train_par.optimizer.name","train_par.patience","train_par.profiler","train_par.random_seed","train_par.results_model_filename","train_par.results_path","train_par.scheduler.name","train_par.strategy","train_par.weight_decay","train_par.workers","train_par.loss_opts.args.beta","train_par.loss_opts.args.gamma_class","train_par.loss_opts.args.gamma_close","train_par.loss_opts.args.gamma_mom","train_par.loss_opts.args.gamma_round","train_par.loss_opts.args.gamma_topo","epoch","test_dataset_acc","test_dataset_f1","test_dataset_iou","test_per_image_acc","test_per_image_f1","test_per_image_iou","train_dataset_acc","train_dataset_f1","train_dataset_iou","train_per_image_acc","train_per_image_f1","train_per_image_iou","trainer/global_step","valid_dataset_acc","valid_dataset_f1","valid_dataset_iou","valid_per_image_acc","valid_per_image_f1","valid_per_image_iou","test_acc_clas","test_loss_mom","test_loss_round","train_acc_clas","train_loss_mom","train_loss_round","valid_acc_clas","valid_loss_mom","valid_loss_round"
"experiment1_data_corrected_wo_annotation_r3_unet","finished","-","","","2025-05-18T21:42:09.000Z","76","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","26","0.9376945495605468","0.6331703066825867","0.4633600115776062","0.937694489955902","0.5784682035446167","0.4789890646934509","0.9862333536148072","0.9284203052520752","0.866441011428833","0.9862333536148072","0.8882381916046143","0.8172192573547363","52","0.929163694381714","0.5693560838699341","0.3985167145729065","0.9291635751724244","0.5635328888893127","0.4572148621082306","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r3_manet","finished","-","","","2025-05-18T21:39:24.000Z","148","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","58","0.9446755647659302","0.7375267744064331","0.5879400372505188","0.9446755647659302","0.6472975015640259","0.5344832539558411","0.9944092631340028","0.9709962010383606","0.9436366558074952","0.9944093227386476","0.949947714805603","0.9131752252578736","116","0.9432623386383056","0.7044026851654053","0.5446590781211853","0.9432623386383056","0.6504812836647034","0.538128674030304","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r3_pspnet","finished","-","","","2025-05-18T21:36:46.000Z","147","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","58","0.945590615272522","0.736844003200531","0.5878943204879761","0.9455905556678772","0.6438806056976318","0.532306432723999","0.99442857503891","0.971186101436615","0.9440045356750488","0.99442857503891","0.9495295882225036","0.9141944646835328","116","0.9431082010269164","0.6979913115501404","0.5364155769348145","0.9431082010269164","0.6346417665481567","0.5229266881942749","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r3_deeplabv3plus","finished","-","","","2025-05-18T21:34:20.000Z","135","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","51","0.9424824118614196","0.7192102670669556","0.5615889430046082","0.9424824714660645","0.6753485798835754","0.5537060499191284","0.993549108505249","0.9659644961357116","0.9341766834259032","0.993549108505249","0.94042706489563","0.9009606838226318","153","0.9332997798919678","0.6605972051620483","0.4935911893844605","0.9332997798919678","0.6690681576728821","0.5449855327606201","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r3_unet","finished","-","","","2025-05-18T21:31:31.000Z","157","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","61","0.939793348312378","0.7228202819824219","0.5659841299057007","0.939793348312378","0.6585167646408081","0.5353912115097046","0.9943647384643556","0.9704472422599792","0.942591667175293","0.9943647384643556","0.9500424265861512","0.9162100553512572","183","0.934848427772522","0.6931672096252441","0.5304232835769653","0.934848427772522","0.6562269926071167","0.5315091609954834","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r3_manet","finished","-","","","2025-05-18T21:28:52.000Z","142","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","54","0.9408574104309082","0.7046005725860596","0.5446012020111084","0.9408574104309082","0.6654981374740601","0.5480684041976929","0.9929763078689576","0.9633349180221558","0.9293286204338074","0.9929763078689576","0.9384411573410034","0.8990345001220703","162","0.9341949224472046","0.6631261110305786","0.4967433214187622","0.9341949224472046","0.6683099269866943","0.5472503900527954","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r3_pspnet","finished","-","","","2025-05-18T21:26:32.000Z","128","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","48","0.9405693411827089","0.7130948901176453","0.5542279481887817","0.940569281578064","0.6549069881439209","0.5322690606117249","0.993350625038147","0.965225100517273","0.9328182339668274","0.993350625038147","0.940099835395813","0.9005438685417175","144","0.9354918003082277","0.6773895025253296","0.5122746825218201","0.9354918003082277","0.6608667373657227","0.538191556930542","","","","","","","","",""
"experiment1_data_uncorrected_r3_deeplabv3plus","finished","-","","","2025-05-18T21:24:20.000Z","121","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r3_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","42","0.9444620609283448","0.6382831335067749","0.47090479731559753","0.9444620609283448","0.6686134934425354","0.5648690462112427","0.9869523644447328","0.9282913208007812","0.8661831617355347","0.986952304840088","0.8829941749572754","0.8177053928375244","210","0.9436870813369752","0.6925500631332397","0.5392642021179199","0.9436870813369752","0.660367488861084","0.5499138832092285","","","","","","","","",""
"experiment1_data_uncorrected_r3_unet","finished","-","","","2025-05-18T21:22:26.000Z","102","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r3_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","34","0.9576449394226074","0.7532016634941101","0.6043845415115356","0.9576448798179626","0.7081407308578491","0.6043780446052551","0.9867668747901917","0.9261059761047364","0.8624130487442017","0.9867669343948364","0.8742836713790894","0.8103523254394531","170","0.9546703100204468","0.7745311260223389","0.6352646350860596","0.954670250415802","0.7081659436225891","0.5917360186576843","","","","","","","","",""
"experiment1_data_uncorrected_r3_manet","finished","-","","","2025-05-18T21:20:07.000Z","123","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r3_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","42","0.9510281085968018","0.6928998231887817","0.5302054286003113","0.9510281085968018","0.6991355419158936","0.5954573154449463","0.9889429807662964","0.9388500452041626","0.8847593069076538","0.9889429807662964","0.8914796113967896","0.8321495652198792","210","0.9473279714584352","0.7257279753684998","0.5766750574111938","0.9473279714584352","0.6740403175354004","0.5589531660079956","","","","","","","","",""
"experiment1_data_uncorrected_r3_pspnet","finished","-","","","2025-05-18T21:18:05.000Z","110","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r3_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","36","0.9559439420700072","0.7568686008453369","0.6102180480957031","0.9559439420700072","0.732991099357605","0.6230435371398926","0.989044189453125","0.9394181966781616","0.8857666850090027","0.989044189453125","0.8945914506912231","0.838312566280365","180","0.9574890732765198","0.79754638671875","0.6644728183746338","0.9574890732765198","0.7412451505661011","0.629664421081543","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r2_deeplabv3plus","finished","-","","","2025-05-18T21:16:38.000Z","75","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","25","0.9324009418487548","0.5723145008087158","0.40185603499412537","0.9324009418487548","0.5028190612792969","0.41912204027175903","0.9836068153381348","0.914706826210022","0.8428200483322144","0.9836068153381348","0.8650303483009338","0.7819147706031799","50","0.9217633008956908","0.47654274106025696","0.3150844871997833","0.9217633008956908","0.4539638161659241","0.35187166929244995","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r2_unet","finished","-","","","2025-05-18T21:15:00.000Z","86","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","30","0.938284158706665","0.6289310455322266","0.4603056311607361","0.938284158706665","0.5225619077682495","0.4347917437553406","0.987762212753296","0.9359984397888184","0.8796979188919067","0.9877621531486512","0.8966026306152344","0.8287297487258911","60","0.9240121245384216","0.5041818022727966","0.3390035629272461","0.9240121245384216","0.4740670919418335","0.3819364905357361","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r2_manet","finished","-","","","2025-05-18T21:12:51.000Z","113","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","42","0.9436500072479248","0.7023004293441772","0.5446158647537231","0.9436498880386353","0.5703837871551514","0.4800540506839752","0.9916513562202454","0.9568865299224854","0.9173383116722108","0.9916512966156006","0.9300704002380372","0.8787241578102112","84","0.9395539164543152","0.6582435369491577","0.4906079173088074","0.9395538568496704","0.5791496634483337","0.4769791960716248","","","","","","","","",""
"experiment1_data_corrected_wo_annotation_r2_pspnet","finished","-","","","2025-05-18T21:11:25.000Z","75","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_wo_annotation/train.csv","false","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_wo_annotation_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","25","0.9312660098075868","0.5560322999954224","0.3850875496864319","0.931265950202942","0.4683612585067749","0.3778216540813446","0.9847209453582764","0.9200141429901124","0.8518762588500977","0.9847209453582764","0.8701725602149963","0.7892422676086426","50","0.921772837638855","0.451238065958023","0.2913566827774048","0.921772837638855","0.4043922424316406","0.31051552295684814","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r2_deeplabv3plus","finished","-","","","2025-05-18T21:09:00.000Z","134","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","50","0.9378880858421326","0.6928959488868713","0.5301001071929932","0.9378880858421326","0.6616470217704773","0.5412363409996033","0.9930971264839172","0.9640288352966307","0.9305789470672609","0.9930970072746276","0.935400366783142","0.8960962295532227","150","0.9353572130203248","0.675062894821167","0.5101693868637085","0.9353572130203248","0.6594926118850708","0.5392480492591858","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r2_unet","finished","-","","","2025-05-18T21:06:34.000Z","135","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","50","0.9419701099395752","0.6939998865127563","0.5313975811004639","0.9419701099395752","0.671771764755249","0.555911660194397","0.993087887763977","0.9640352725982666","0.9305826425552368","0.9930878281593324","0.9384828805923462","0.8972040414810181","150","0.9343367218971252","0.6315776109695435","0.46219247579574585","0.9343367218971252","0.6402092576026917","0.5214561223983765","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r2_manet","finished","-","","","2025-05-18T21:04:11.000Z","126","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","manet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r2_manet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","47","0.9417609572410583","0.7216684222221375","0.5647732019424438","0.9417608976364136","0.6648049354553223","0.5466575026512146","0.9930741786956788","0.9639525413513184","0.9304143190383912","0.993074119091034","0.9369993209838868","0.8971089720726013","141","0.937451958656311","0.6820828914642334","0.5182810425758362","0.937451958656311","0.6780090928077698","0.5588217377662659","","","","","","","","",""
"experiment1_data_corrected_w_annotation_r2_pspnet","finished","-","","","2025-05-18T21:01:45.000Z","135","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/test.csv","/data/GitHub/first_year_exam/data/data_corrected_w_annotation/train.csv","false","false","pspnet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_corrected_w_annotation_r2_pspnet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","51","0.9354703426361084","0.6769733428955078","0.5119328498840332","0.9354702830314636","0.649181604385376","0.5210191011428833","0.9936427474021912","0.9663809537887572","0.9349700808525084","0.9936426877975464","0.9409804940223694","0.9021708965301514","153","0.9342117309570312","0.6751019954681396","0.5098605155944824","0.9342117309570312","0.6654908657073975","0.5387635231018066","","","","","","","","",""
"experiment1_data_uncorrected_r2_deeplabv3plus","finished","-","","","2025-05-18T20:59:39.000Z","114","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","deeplabv3plus","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r2_deeplabv3plus","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","38","0.9533857107162476","0.7042297124862671","0.5442453622817993","0.9533857107162476","0.6788479089736938","0.5773479342460632","0.987501621246338","0.9303282499313354","0.8697328567504883","0.987501621246338","0.8872865438461304","0.8254151344299316","190","0.9484388828277588","0.7216591835021973","0.5709524750709534","0.9484387636184692","0.6501983404159546","0.5401870012283325","","","","","","","","",""
"experiment1_data_uncorrected_r2_unet","finished","-","","","2025-05-18T20:57:35.000Z","112","","false","/data/GitHub/first_year_exam/data/data_uncorrected","/data/GitHub/first_year_exam/data/data_uncorrected/validation.csv","experiment1","0","64","NETs","100","128","10","/data/GitHub/first_year_exam/data/data_uncorrected/test.csv","/data/GitHub/first_year_exam/data/data_uncorrected/train.csv","false","false","unet","PSPNet","false","resnet34","imagenet","3","5","1","attention_unet","64","2","true","200","0.1","cuda:0","[0.0002818244106728816,0.6997443448962491,0.03218500222273938,0.09628542892937604,0.14095661371987137,0.030546785821091195]","3","0.1","tversky","0.001","2","adamw","15","false","default","/data/GitHub/first_year_exam/results/experiment1/experiment1_data_uncorrected_r2_unet","/data/GitHub/first_year_exam/results","step_lr","ddp_find_unused_parameters_true","0.001","8","","","","","","","38","0.9516974687576294","0.73347008228302","0.5816954374313354","0.9516974687576294","0.6976592540740967","0.5888782739639282","0.9867658615112304","0.925729513168335","0.861742377281189","0.9867658615112304","0.8825764656066895","0.8198099136352539","190","0.9523236155509948","0.7714622616767883","0.629022479057312","0.9523236751556396","0.6971322298049927","0.5760462284088135","","","","","","","","",""
