"epoch","stilted-haze-15 - _step","stilted-haze-15 - _step__MIN","stilted-haze-15 - _step__MAX","stilted-haze-15 - valid_dataset_f1","stilted-haze-15 - valid_dataset_f1__MIN","stilted-haze-15 - valid_dataset_f1__MAX","apricot-butterfly-13 - _step","apricot-butterfly-13 - _step__MIN","apricot-butterfly-13 - _step__MAX","apricot-butterfly-13 - valid_dataset_f1","apricot-butterfly-13 - valid_dataset_f1__MIN","apricot-butterfly-13 - valid_dataset_f1__MAX"
"42","43","43","43","0.6397844552993774","0.6397844552993774","0.6397844552993774","43","43","43","0.5307831764221191","0.5307831764221191","0.5307831764221191"
"43","44","44","44","0.6349185705184937","0.6349185705184937","0.6349185705184937","44","44","44","0.556122899055481","0.556122899055481","0.556122899055481"
"44","45","45","45","0.6535181999206543","0.6535181999206543","0.6535181999206543","45","45","45","0.5701441764831543","0.5701441764831543","0.5701441764831543"
"45","46","46","46","0.6384150981903076","0.6384150981903076","0.6384150981903076","46","46","46","0.5769604444503784","0.5769604444503784","0.5769604444503784"
"46","47","47","47","0.6310117244720459","0.6310117244720459","0.6310117244720459","47","47","47","0.5584895014762878","0.5584895014762878","0.5584895014762878"
"47","48","48","48","0.6553007364273071","0.6553007364273071","0.6553007364273071","48","48","48","0.5517513751983643","0.5517513751983643","0.5517513751983643"
"48","49","49","49","0.6698901653289795","0.6698901653289795","0.6698901653289795","49","49","49","0.5195574760437012","0.5195574760437012","0.5195574760437012"
"49","51","51","51","0.6512939929962158","0.6512939929962158","0.6512939929962158","51","51","51","0.487287312746048","0.487287312746048","0.487287312746048"
"50","52","52","52","0.6218698024749756","0.6218698024749756","0.6218698024749756","52","52","52","0.4579315781593323","0.4579315781593323","0.4579315781593323"
"51","53","53","53","0.65772545337677","0.65772545337677","0.65772545337677","53","53","53","0.46703362464904785","0.46703362464904785","0.46703362464904785"
"52","54","54","54","0.6785544157028198","0.6785544157028198","0.6785544157028198","54","54","54","0.47746479511260986","0.47746479511260986","0.47746479511260986"
"53","55","55","55","0.6660751104354858","0.6660751104354858","0.6660751104354858","55","55","55","0.5433248281478882","0.5433248281478882","0.5433248281478882"
"54","56","56","56","0.6480967998504639","0.6480967998504639","0.6480967998504639","56","56","56","0.5658804178237915","0.5658804178237915","0.5658804178237915"
"55","57","57","57","0.6594207286834717","0.6594207286834717","0.6594207286834717","57","57","57","0.5648621916770935","0.5648621916770935","0.5648621916770935"
"56","58","58","58","0.6337531805038452","0.6337531805038452","0.6337531805038452","58","58","58","0.5559847950935364","0.5559847950935364","0.5559847950935364"
"57","59","59","59","0.6217142343521118","0.6217142343521118","0.6217142343521118","59","59","59","0.5327790975570679","0.5327790975570679","0.5327790975570679"
"58","60","60","60","0.6238812208175659","0.6238812208175659","0.6238812208175659","60","60","60","0.563750147819519","0.563750147819519","0.563750147819519"
"59","61","61","61","0.6397279500961304","0.6397279500961304","0.6397279500961304","61","61","61","0.5879365801811218","0.5879365801811218","0.5879365801811218"
"60","62","62","62","0.6695573329925537","0.6695573329925537","0.6695573329925537","62","62","62","0.5709847211837769","0.5709847211837769","0.5709847211837769"
"61","63","63","63","0.6692537665367126","0.6692537665367126","0.6692537665367126","63","63","63","0.555213451385498","0.555213451385498","0.555213451385498"
"62","64","64","64","0.6512891054153442","0.6512891054153442","0.6512891054153442","64","64","64","0.5574502944946289","0.5574502944946289","0.5574502944946289"
"63","65","65","65","0.6562016010284424","0.6562016010284424","0.6562016010284424","65","65","65","0.5744664669036865","0.5744664669036865","0.5744664669036865"
"64","66","66","66","0.6562349796295166","0.6562349796295166","0.6562349796295166","66","66","66","0.5788699388504028","0.5788699388504028","0.5788699388504028"
"65","67","67","67","0.627252459526062","0.627252459526062","0.627252459526062","67","67","67","0.6069202423095703","0.6069202423095703","0.6069202423095703"
"66","68","68","68","0.6333398222923279","0.6333398222923279","0.6333398222923279","68","68","68","0.6167590618133545","0.6167590618133545","0.6167590618133545"
"67","69","69","69","0.6546063423156738","0.6546063423156738","0.6546063423156738","69","69","69","0.5609878301620483","0.5609878301620483","0.5609878301620483"
"68","70","70","70","0.6284474730491638","0.6284474730491638","0.6284474730491638","70","70","70","0.5109062790870667","0.5109062790870667","0.5109062790870667"
"69","71","71","71","0.6176593899726868","0.6176593899726868","0.6176593899726868","71","71","71","0.5564371347427368","0.5564371347427368","0.5564371347427368"
"70","72","72","72","0.6454577445983887","0.6454577445983887","0.6454577445983887","72","72","72","0.6129844188690186","0.6129844188690186","0.6129844188690186"
"71","73","73","73","0.6641433238983154","0.6641433238983154","0.6641433238983154","73","73","73","0.6100300550460815","0.6100300550460815","0.6100300550460815"
"72","74","74","74","0.6657693386077881","0.6657693386077881","0.6657693386077881","74","74","74","0.5835726857185364","0.5835726857185364","0.5835726857185364"
"73","75","75","75","0.6611456871032715","0.6611456871032715","0.6611456871032715","75","75","75","0.5444353222846985","0.5444353222846985","0.5444353222846985"
"74","77","77","77","0.6780405640602112","0.6780405640602112","0.6780405640602112","77","77","77","0.5132118463516235","0.5132118463516235","0.5132118463516235"
"75","78","78","78","0.6686164736747742","0.6686164736747742","0.6686164736747742","78","78","78","0.5360834002494812","0.5360834002494812","0.5360834002494812"
"76","79","79","79","0.6334868669509888","0.6334868669509888","0.6334868669509888","79","79","79","0.5756073594093323","0.5756073594093323","0.5756073594093323"
"77","80","80","80","0.6555467844009399","0.6555467844009399","0.6555467844009399","80","80","80","0.5806929469108582","0.5806929469108582","0.5806929469108582"
"78","81","81","81","0.6818757057189941","0.6818757057189941","0.6818757057189941","81","81","81","0.580206036567688","0.580206036567688","0.580206036567688"
"79","82","82","82","0.6578834056854248","0.6578834056854248","0.6578834056854248","82","82","82","0.5634729862213135","0.5634729862213135","0.5634729862213135"
"80","83","83","83","0.6472713947296143","0.6472713947296143","0.6472713947296143","83","83","83","0.5540832281112671","0.5540832281112671","0.5540832281112671"
"81","84","84","84","0.677812397480011","0.677812397480011","0.677812397480011","84","84","84","0.5253989696502686","0.5253989696502686","0.5253989696502686"
"82","85","85","85","0.6745913028717041","0.6745913028717041","0.6745913028717041","85","85","85","0.5601721405982971","0.5601721405982971","0.5601721405982971"
"83","86","86","86","0.6414476037025452","0.6414476037025452","0.6414476037025452","86","86","86","0.6009415984153748","0.6009415984153748","0.6009415984153748"
"84","87","87","87","0.6211426258087158","0.6211426258087158","0.6211426258087158","87","87","87","0.6144996881484985","0.6144996881484985","0.6144996881484985"
"85","88","88","88","0.6566674709320068","0.6566674709320068","0.6566674709320068","88","88","88","0.6202417016029358","0.6202417016029358","0.6202417016029358"
"86","89","89","89","0.6890968680381775","0.6890968680381775","0.6890968680381775","89","89","89","0.6426191329956055","0.6426191329956055","0.6426191329956055"
"87","90","90","90","0.6671390533447266","0.6671390533447266","0.6671390533447266","90","90","90","0.6228529810905457","0.6228529810905457","0.6228529810905457"
"88","91","91","91","0.6412785649299622","0.6412785649299622","0.6412785649299622","91","91","91","0.593298077583313","0.593298077583313","0.593298077583313"
"89","92","92","92","0.649439811706543","0.649439811706543","0.649439811706543","92","92","92","0.5821324586868286","0.5821324586868286","0.5821324586868286"
"90","93","93","93","0.6826916933059692","0.6826916933059692","0.6826916933059692","93","93","93","0.5575875043869019","0.5575875043869019","0.5575875043869019"
"91","94","94","94","0.6834987998008728","0.6834987998008728","0.6834987998008728","94","94","94","0.5566854476928711","0.5566854476928711","0.5566854476928711"
"92","95","95","95","0.6604946255683899","0.6604946255683899","0.6604946255683899","95","95","95","0.5967488288879395","0.5967488288879395","0.5967488288879395"
"93","96","96","96","0.6566798686981201","0.6566798686981201","0.6566798686981201","96","96","96","0.6064627170562744","0.6064627170562744","0.6064627170562744"
"94","97","97","97","0.6796854734420776","0.6796854734420776","0.6796854734420776","97","97","97","0.6094057559967041","0.6094057559967041","0.6094057559967041"
"95","98","98","98","0.6908093690872192","0.6908093690872192","0.6908093690872192","98","98","98","0.6352781057357788","0.6352781057357788","0.6352781057357788"
"96","99","99","99","0.6728605031967163","0.6728605031967163","0.6728605031967163","99","99","99","0.617607593536377","0.617607593536377","0.617607593536377"
"97","100","100","100","0.6446775197982788","0.6446775197982788","0.6446775197982788","100","100","100","0.600275993347168","0.600275993347168","0.600275993347168"
"98","101","101","101","0.6687339544296265","0.6687339544296265","0.6687339544296265","101","101","101","0.5962225198745728","0.5962225198745728","0.5962225198745728"
"99","103","103","103","0.6945632696151733","0.6945632696151733","0.6945632696151733","103","103","103","0.6038362979888916","0.6038362979888916","0.6038362979888916"
"100","104","104","104","0.6952710151672363","0.6952710151672363","0.6952710151672363","104","104","104","0.6166666746139526","0.6166666746139526","0.6166666746139526"
"101","105","105","105","0.6745786666870117","0.6745786666870117","0.6745786666870117","105","105","105","0.6193463802337646","0.6193463802337646","0.6193463802337646"
"102","106","106","106","0.662724494934082","0.662724494934082","0.662724494934082","106","106","106","0.585976243019104","0.585976243019104","0.585976243019104"
"103","107","107","107","0.6874819993972778","0.6874819993972778","0.6874819993972778","107","107","107","0.6121111512184143","0.6121111512184143","0.6121111512184143"
"104","108","108","108","0.6911987662315369","0.6911987662315369","0.6911987662315369","108","108","108","0.6240214705467224","0.6240214705467224","0.6240214705467224"
"105","109","109","109","0.6630876660346985","0.6630876660346985","0.6630876660346985","109","109","109","0.5875825881958008","0.5875825881958008","0.5875825881958008"
"106","110","110","110","0.6686634421348572","0.6686634421348572","0.6686634421348572","110","110","110","0.5761080980300903","0.5761080980300903","0.5761080980300903"
"107","111","111","111","0.6838306188583374","0.6838306188583374","0.6838306188583374","111","111","111","0.5870864391326904","0.5870864391326904","0.5870864391326904"
"108","112","112","112","0.6858868598937988","0.6858868598937988","0.6858868598937988","112","112","112","0.5955989360809326","0.5955989360809326","0.5955989360809326"
"109","113","113","113","0.6792514324188232","0.6792514324188232","0.6792514324188232","113","113","113","0.5912662744522095","0.5912662744522095","0.5912662744522095"
"110","114","114","114","0.6759794354438782","0.6759794354438782","0.6759794354438782","114","114","114","0.5914191007614136","0.5914191007614136","0.5914191007614136"
"111","115","115","115","0.6732891798019409","0.6732891798019409","0.6732891798019409","115","115","115","0.5732805132865906","0.5732805132865906","0.5732805132865906"
"112","116","116","116","0.6780709624290466","0.6780709624290466","0.6780709624290466","116","116","116","0.5497491359710693","0.5497491359710693","0.5497491359710693"
"113","117","117","117","0.6599045991897583","0.6599045991897583","0.6599045991897583","117","117","117","0.5360478758811951","0.5360478758811951","0.5360478758811951"
"114","118","118","118","0.6496678590774536","0.6496678590774536","0.6496678590774536","118","118","118","0.609174370765686","0.609174370765686","0.609174370765686"
"115","119","119","119","0.6620084047317505","0.6620084047317505","0.6620084047317505","119","119","119","0.6428287029266357","0.6428287029266357","0.6428287029266357"
"116","120","120","120","0.6755607724189758","0.6755607724189758","0.6755607724189758","120","120","120","0.6138029098510742","0.6138029098510742","0.6138029098510742"
"117","121","121","121","0.6661194562911987","0.6661194562911987","0.6661194562911987","121","121","121","0.6038097143173218","0.6038097143173218","0.6038097143173218"
"118","122","122","122","0.6750954389572144","0.6750954389572144","0.6750954389572144","122","122","122","0.6360841989517212","0.6360841989517212","0.6360841989517212"
"119","123","123","123","0.6806397438049316","0.6806397438049316","0.6806397438049316","123","123","123","0.6398553848266602","0.6398553848266602","0.6398553848266602"
"120","124","124","124","0.6770543456077576","0.6770543456077576","0.6770543456077576","124","124","124","0.6125472784042358","0.6125472784042358","0.6125472784042358"
"121","125","125","125","0.6791019439697266","0.6791019439697266","0.6791019439697266","125","125","125","0.5961549282073975","0.5961549282073975","0.5961549282073975"
"122","126","126","126","0.6819254755973816","0.6819254755973816","0.6819254755973816","126","126","126","0.6153777837753296","0.6153777837753296","0.6153777837753296"
"123","127","127","127","0.684081494808197","0.684081494808197","0.684081494808197","127","127","127","0.6165939569473267","0.6165939569473267","0.6165939569473267"
"124","129","129","129","0.693304181098938","0.693304181098938","0.693304181098938","129","129","129","0.622212827205658","0.622212827205658","0.622212827205658"
"125","130","130","130","0.6819242238998413","0.6819242238998413","0.6819242238998413","130","130","130","0.649558424949646","0.649558424949646","0.649558424949646"
"126","131","131","131","0.6648802161216736","0.6648802161216736","0.6648802161216736","131","131","131","0.659518837928772","0.659518837928772","0.659518837928772"
"127","132","132","132","0.6645346283912659","0.6645346283912659","0.6645346283912659","132","132","132","0.6583917737007141","0.6583917737007141","0.6583917737007141"
"128","133","133","133","0.6653629541397095","0.6653629541397095","0.6653629541397095","133","133","133","0.6508648991584778","0.6508648991584778","0.6508648991584778"
"129","134","134","134","0.6656266450881958","0.6656266450881958","0.6656266450881958","134","134","134","0.640183687210083","0.640183687210083","0.640183687210083"
"130","135","135","135","0.6745253801345825","0.6745253801345825","0.6745253801345825","135","135","135","0.6305510401725769","0.6305510401725769","0.6305510401725769"
"131","136","136","136","0.6646463871002197","0.6646463871002197","0.6646463871002197","136","136","136","0.6338034868240356","0.6338034868240356","0.6338034868240356"
"132","137","137","137","0.6700888872146606","0.6700888872146606","0.6700888872146606","137","137","137","0.6220961213111877","0.6220961213111877","0.6220961213111877"
"133","138","138","138","0.6814908981323242","0.6814908981323242","0.6814908981323242","138","138","138","0.6165496110916138","0.6165496110916138","0.6165496110916138"
"134","139","139","139","0.6758933067321777","0.6758933067321777","0.6758933067321777","139","139","139","0.6101282238960266","0.6101282238960266","0.6101282238960266"
"135","140","140","140","0.6868746280670166","0.6868746280670166","0.6868746280670166","140","140","140","0.5969619154930115","0.5969619154930115","0.5969619154930115"
"136","141","141","141","0.6863282918930054","0.6863282918930054","0.6863282918930054","141","141","141","0.6220766305923462","0.6220766305923462","0.6220766305923462"
"137","142","142","142","0.680397093296051","0.680397093296051","0.680397093296051","142","142","142","0.6211159229278564","0.6211159229278564","0.6211159229278564"
"138","143","143","143","0.6823028326034546","0.6823028326034546","0.6823028326034546","143","143","143","0.6012364625930786","0.6012364625930786","0.6012364625930786"
"139","144","144","144","0.6761257648468018","0.6761257648468018","0.6761257648468018","144","144","144","0.5968148112297058","0.5968148112297058","0.5968148112297058"
"140","145","145","145","0.675366997718811","0.675366997718811","0.675366997718811","145","145","145","0.5793183445930481","0.5793183445930481","0.5793183445930481"
"141","146","146","146","0.68654465675354","0.68654465675354","0.68654465675354","146","146","146","0.5948354005813599","0.5948354005813599","0.5948354005813599"
"142","147","147","147","0.6735521554946899","0.6735521554946899","0.6735521554946899","147","147","147","0.6095451712608337","0.6095451712608337","0.6095451712608337"
"143","148","148","148","0.6565732955932617","0.6565732955932617","0.6565732955932617","148","148","148","0.5979272127151489","0.5979272127151489","0.5979272127151489"
"144","149","149","149","0.6871888637542725","0.6871888637542725","0.6871888637542725","149","149","149","0.6029886603355408","0.6029886603355408","0.6029886603355408"
"145","150","150","150","0.676382839679718","0.676382839679718","0.676382839679718","150","150","150","0.6114375591278076","0.6114375591278076","0.6114375591278076"
"146","151","151","151","0.6714730262756348","0.6714730262756348","0.6714730262756348","151","151","151","0.6006364822387695","0.6006364822387695","0.6006364822387695"
"147","152","152","152","0.6805455088615417","0.6805455088615417","0.6805455088615417","152","152","152","0.5660957098007202","0.5660957098007202","0.5660957098007202"
"148","153","153","153","0.6695613265037537","0.6695613265037537","0.6695613265037537","153","153","153","0.5953590869903564","0.5953590869903564","0.5953590869903564"
"149","155","155","155","0.680853545665741","0.680853545665741","0.680853545665741","155","155","155","0.6448314189910889","0.6448314189910889","0.6448314189910889"
"150","156","156","156","0.681511640548706","0.681511640548706","0.681511640548706","156","156","156","0.6451970934867859","0.6451970934867859","0.6451970934867859"
"151","157","157","157","0.6588766574859619","0.6588766574859619","0.6588766574859619","157","157","157","0.6398763656616211","0.6398763656616211","0.6398763656616211"
"152","158","158","158","0.6784131526947021","0.6784131526947021","0.6784131526947021","158","158","158","0.64264976978302","0.64264976978302","0.64264976978302"
"153","159","159","159","0.6984306573867798","0.6984306573867798","0.6984306573867798","159","159","159","0.6382150053977966","0.6382150053977966","0.6382150053977966"
"154","160","160","160","0.6729482412338257","0.6729482412338257","0.6729482412338257","160","160","160","0.6320717334747314","0.6320717334747314","0.6320717334747314"
"155","161","161","161","0.6572065949440002","0.6572065949440002","0.6572065949440002","161","161","161","0.6362859606742859","0.6362859606742859","0.6362859606742859"
"156","162","162","162","0.6823504567146301","0.6823504567146301","0.6823504567146301","162","162","162","0.5956001877784729","0.5956001877784729","0.5956001877784729"
"157","163","163","163","0.6764295101165771","0.6764295101165771","0.6764295101165771","163","163","163","0.5984145402908325","0.5984145402908325","0.5984145402908325"
"158","164","164","164","0.6502310633659363","0.6502310633659363","0.6502310633659363","164","164","164","0.6264069080352783","0.6264069080352783","0.6264069080352783"
"159","165","165","165","0.6697359085083008","0.6697359085083008","0.6697359085083008","165","165","165","0.616199254989624","0.616199254989624","0.616199254989624"
"160","166","166","166","0.6846144199371338","0.6846144199371338","0.6846144199371338","166","166","166","0.6056435108184814","0.6056435108184814","0.6056435108184814"
"161","167","167","167","0.6820951700210571","0.6820951700210571","0.6820951700210571","167","167","167","0.6254385709762573","0.6254385709762573","0.6254385709762573"
"162","168","168","168","0.6769760847091675","0.6769760847091675","0.6769760847091675","168","168","168","0.6214367151260376","0.6214367151260376","0.6214367151260376"
"163","169","169","169","0.6834979057312012","0.6834979057312012","0.6834979057312012","169","169","169","0.6082980632781982","0.6082980632781982","0.6082980632781982"
"164","170","170","170","0.6879112720489502","0.6879112720489502","0.6879112720489502","170","170","170","0.6291656494140625","0.6291656494140625","0.6291656494140625"
"165","171","171","171","0.6822584271430969","0.6822584271430969","0.6822584271430969","171","171","171","0.6368995308876038","0.6368995308876038","0.6368995308876038"
"166","172","172","172","0.6735948324203491","0.6735948324203491","0.6735948324203491","172","172","172","0.6185694932937622","0.6185694932937622","0.6185694932937622"
"167","173","173","173","0.6867974996566772","0.6867974996566772","0.6867974996566772","173","173","173","0.6163500547409058","0.6163500547409058","0.6163500547409058"
"168","174","174","174","0.6929665803909302","0.6929665803909302","0.6929665803909302","174","174","174","0.6357406377792358","0.6357406377792358","0.6357406377792358"
"169","175","175","175","0.6703966856002808","0.6703966856002808","0.6703966856002808","175","175","175","0.6173727512359619","0.6173727512359619","0.6173727512359619"
"170","176","176","176","0.6839420199394226","0.6839420199394226","0.6839420199394226","176","176","176","0.5853005647659302","0.5853005647659302","0.5853005647659302"
"171","177","177","177","0.6880342364311218","0.6880342364311218","0.6880342364311218","177","177","177","0.5929577350616455","0.5929577350616455","0.5929577350616455"
"172","178","178","178","0.6799167394638062","0.6799167394638062","0.6799167394638062","178","178","178","0.5853687524795532","0.5853687524795532","0.5853687524795532"
"173","179","179","179","0.6838275790214539","0.6838275790214539","0.6838275790214539","179","179","179","0.6016674637794495","0.6016674637794495","0.6016674637794495"
"174","181","181","181","0.681470513343811","0.681470513343811","0.681470513343811","181","181","181","0.5944907665252686","0.5944907665252686","0.5944907665252686"
"175","182","182","182","0.6694617867469788","0.6694617867469788","0.6694617867469788","182","182","182","0.5793739557266235","0.5793739557266235","0.5793739557266235"
"176","183","183","183","0.6859995722770691","0.6859995722770691","0.6859995722770691","183","183","183","0.6034892797470093","0.6034892797470093","0.6034892797470093"
"177","184","184","184","0.6892785429954529","0.6892785429954529","0.6892785429954529","184","184","184","0.6406619548797607","0.6406619548797607","0.6406619548797607"
"178","185","185","185","0.6724121570587158","0.6724121570587158","0.6724121570587158","185","185","185","0.6291265487670898","0.6291265487670898","0.6291265487670898"
"179","186","186","186","0.6798264980316162","0.6798264980316162","0.6798264980316162","186","186","186","0.6068003177642822","0.6068003177642822","0.6068003177642822"
"180","187","187","187","0.6779232025146484","0.6779232025146484","0.6779232025146484","187","187","187","0.5991808176040649","0.5991808176040649","0.5991808176040649"
"181","188","188","188","0.6614565849304199","0.6614565849304199","0.6614565849304199","188","188","188","0.6212759017944336","0.6212759017944336","0.6212759017944336"
"182","189","189","189","0.6655711531639099","0.6655711531639099","0.6655711531639099","189","189","189","0.6274884939193726","0.6274884939193726","0.6274884939193726"
"183","190","190","190","0.6788191795349121","0.6788191795349121","0.6788191795349121","190","190","190","0.6173266172409058","0.6173266172409058","0.6173266172409058"
"184","191","191","191","0.6800484657287598","0.6800484657287598","0.6800484657287598","191","191","191","0.5994664430618286","0.5994664430618286","0.5994664430618286"
"185","192","192","192","0.6643595099449158","0.6643595099449158","0.6643595099449158","192","192","192","0.601050853729248","0.601050853729248","0.601050853729248"
"186","193","193","193","0.6745926141738892","0.6745926141738892","0.6745926141738892","193","193","193","0.6137572526931763","0.6137572526931763","0.6137572526931763"
"187","194","194","194","0.681875467300415","0.681875467300415","0.681875467300415","194","194","194","0.5938876867294312","0.5938876867294312","0.5938876867294312"
"188","195","195","195","0.6724318265914917","0.6724318265914917","0.6724318265914917","195","195","195","0.5585300326347351","0.5585300326347351","0.5585300326347351"
"189","196","196","196","0.6726994514465332","0.6726994514465332","0.6726994514465332","196","196","196","0.5668614506721497","0.5668614506721497","0.5668614506721497"
